Bridge over the Nest,"Both partners start at the base of a bridge or hill. Partner 1 starts bear crawling over the bridge while Partner 2 completes 10 squats, 10 merkins, and 10 LBCs. Partner 2 then runs to the opposite side of the bridge and then runs back to the bear crawling Partner 1. Partner 2 picks up with the bear crawl while Partner 1 runs to the start to complete the exercises, runs across to the other side, and runs back to Partner 2. Repeato back and forth across the bridge until time runs out or the PAX start a mutiny against the Q for excessive cardio. Swap bear crawls for lunges, crab walks, inch worms, etc. after each round as desired."
Charles Bronson,"Start with 3 shovel flags, cones or other distance markers with first two 100 yards apart in a line, the last another 10 yards past. At starting point, perform 50 SSH's, sprint to 2nd point, then army crawl to 3rd point. Mosey back to start, 50 Merkins then rinse/repeat. 50 burpees, rinse/repeat. 50 LBC's, rinse/repeat. Finish with 50 Jump Squats rinse/repeat. Coupons optional. NOTE: a white board at start with excersizes listed is invaluable."
Conveyor Belt,"Columns of 5-6 PAX deep, standing at ""stations"" positioned 2 parking spaces apart, perform appointed exercise (5 monkey humpers or 3 merks, for example), BearCrawl forward to next station, guy at front runs to back of column. Reverse Conveyor Belt is the same idea but going in the reverse direction by CrawlBearing between stations. This works really nicely with kettlebells: leave your kettlebell at the station where you start."
Crab vs. Bear Soccer,"Preferably played on a soccer field with goals, divide into teams, one team has to crab walk while the other has to bear crawl. Once someone scores a goal, then the teams swap roles (bear to crab and crab to bear). Goalies have to plank, and goalies must be swapped out after every goal scored. Play for as long as you want, real men play for at least 20 minutes."
Crab Walk,(Aka Jameis Winston in some parts.) Balancing on your hands and feet with your front facing the ceiling and your hips thrust upwards. Walk like a crab.
Crawl Bear,"Same as Bear Crawl, except backwards. Totally different exercise. Often combined with Bear Crawl, as in, ""Bear Crawl up and Crawl Bear back."""
Crawl Bear 360,Perform Crawl Bear while rotating 360 degrees the entire time. Can be performed clockwise or counter-clockwise.
Dirty Harry,"Crab walk forwards or backwards. Every time a step is taken, stepping leg is extended parallel to ground before being placed back on ground. Best if done over a long distance."
DMC,"Best on a football field but can be done with any designated points or posts. From the goal line Duck walk to the 10 yard line, 5 merkins, reverse bearcrawl back to goal line. Repeat to the 20, 30, 40 and 50 yardlines increasing # of merkins by 5. Duckwalk-Merkin-Reverse Bearcrawl."
Forest to the Sea,"Conducted on any field, parking lot or basketball court that has a halfway point. You bear crawl to the middle and crab walk the rest. The bear represents your forest and the the crab is the sea. You can throw some burpees in at the half way point to help countdown (5,4,3,2,1) and to make the exercise harder. The length is up to the Q."
Grizzcalator,Merkins Crawls up the stairs: Ascend the stairs one at a time in plank position. Perform a merkin on each stair.
Indian Bear Crawl,"Line up head to toe in plank, guy at the end bear crawls to the front, then the next guy etc. While waiting PAX are doing Merkins."
Indian Crab Walk,"While lined up on your six, the guy in the back crabwalks to the front, then next guy, etc. Guys on 6 are doing LBCs while waiting."
Island Hoppers,"Utilize three concrete planters or similar. Starting from the ground in a plank position, bear crawl up onto the first planter/""Island"" and continue to bear crawl across the wall to the mid-point of the first planter. Stop and do a predetermined number of Merkins. Continue to the next ""Island,"" and do another set of Merkins. Then proceed to the final ""Island,"" and do another set of Merkins. These planters are of varying heights and widths making your Merkins vary from diamond to regular while challenging you to stay on the walls. Two PAX can start at the same time, thus making the workout truly intense and challenging. Increase or decrease the level of WO by increasing/decreasing the distance on the initial bear crawl before getting on the ""Island"" or by increasing/decreasing the number of Merkins done at each ""Island."""
Joe Hendricks,Backward bear crawl up an incline–the steeper and longer the better. Named after guy who leads free workouts at Red Rocks Amphitheater in Denver.
Killer Bees,"The Killer B's are Bear Crawl, Broad Jump, and Burpees. PAX Bear crawl roughly 100ft or distance specified by Q, then Broad jump back to start, every 5 broad jumps, PAX performs 3 Burpees. Specified # of Sets or timed AMRAP works well."
Men Makers,"Have 2 – 15 pound weights. Do a Merkin. Up into a Burpee. Down into a Merkin. Bear Crawl 5 steps with weights. Rinse and Repeat UNTIL YOU have completed 5 Burpees.<br /> Other PAX may Bear Crawl or Lunge, but not to pass the Man who is with the weights"
Merkin Mountain,Coined by F3 Gator of #jugtown; start in an incline Merkin at the base of any stadium bleacher. Perform one merkin and climb (preferably bear crawl) until your feet are where your hands started. Perform 2 Merkins and repeat adding one Merkin for every level you go up until you reach the pinnacle.
Mike Tyson,Place your feet against a curb or wall while in a plank position. Contract the legs for a horizontal squat. (1) Extend legs (2) Perform a Merkin (3) Return to starting position (4) or one rep. 10 reps is a nice starter. Also good with 7's or 11's on a narrow street. Mike Tyson's in combination with Bear Crawl's is a killer.
Murder Hornet,"Take on the Killer B's Routine from Iron Pax '19 but with a cinderblock coupon. Pax line up at the start. Murder Bunny 10 yards then: 10 Man Makers, 10 Lunges w/coupon, 10 BBS w/coupon. Repeat til 30 yard line. Once complete: Bear Crawl + Coupon Drag back to starting line. Rinse and Repeat the whole thing."
No Mercy Mile,"Pax begin at mid point of front stretch on a standard track. Jog to turn 1: bear crawl to turn 2. Jog to mid point on back stretch. Do 25 merkins. Jog to turn 3: lunge to turn 4. Jog to starting point perform 25 squats. R & R three more times. When complete will have bear crawled 400 yards, lunged 400 yards, performed 100 merkins and squats all while completing 1 mile."
Obama,"In honor of the 44th POTUS, this traveling exercise consists primarily of a Bear Crawl, but after every 4 hand moves PAX must stop and perform 4 Merkins. (The 4 and 4 for the 44th, in case you needed that explained to you…)"
Racoon Crawl,Narrow-grip crawl done along the top of a short wall or stadium bench.
Rampage,"Performed at nearest hill or stairs. Starting at top, perform exercise of choice with X amount of reps. Once complete, bear crawl down the hill/stairs. At bottom, perform exercise of choice with X amount of reps. Once complete, crawl bear up the hill/stairs to the top. Down/up = 1 round. No limits on Q's choice of rounds."
Seal Crawl,Bear crawl using only your arms. Drag your feet like a seal's flipper!
Slinky,"Modified bear crawl. In bear crawl position, extend arms out, then pull legs in. Keep legs straight. Do not extend all the way out as in an Inch Worm."
Spiderman Crawl,Similar to Peter Parkers and a bear crawl combination. It's a low crawl similar to the way Spiderman climbs a wall.
Stump Huggers,"Start out in the bear crawl position hold in a plank. Come down to elbow (plank) on left arm then right, then up to hands."
Sugar Bear Crawls,"Modified bear crawl. In bear crawl position, legs stay straight and bounce side to side and propel the body forward."
The Cycle,"From home plate, bear crawl to 1st base, 3 burpees, crawl bear back to home From home plate, bear crawl around the bases to 2nd base, 6 burpees, crawl bear back to home From home plate, bear crawl around the bases to third base, 9 burpees, crawl bear back to home From home plate, bear crawl around the bases to home plate."
Tunnel of Love,"While Pax plank side by side, one by one someone crawls under the tunnel of planking pax. Best done with a ruck on, in the snow, or anywhere there is accumulated mud."
Twin Tower of Trust,"Each pax member will hold a brick in each hand, facing another Pax member ( say there is 20 guys total, 10 line up facing each other maybe 3-4 feet apart). When the Q says exercise, they will hold the bricks straight out eye level “ no touching bricks OR partners bricks”. The person on the end will “bear crawl” under everyone holding the bricks ( that is where the trust comes in J) AND when he gets to the end he will pick a side and hold his bricks up. Then the next guy goes etc. etc. This will continue for 25-50 yards depending on what the Q says."
Welsh Dragons,"Remain in plank position the whole time. Bear crawl forward 4 steps, do 1 merkin, 1 plank jack, and tap the BACK of each shoulder 1 time. Repeat adding 1 rep to each exercise each time – bear crawl forward 4 steps, do 2 merkins, 2 plank jacks, 2 sets of back of shoulder taps… etc. Go until you get to 10 reps each, you've covered 30-50 feet, or until your arms fall off – whichever comes first."
Wheel of Animal Walk,"Essentially a Wheel of Merkin with Animal Walks between each stage. Find a parking lot 40-60 yds. across, preferably with an incline (the steeper the better). Begin at bottom of incline. Frog Hop across, do 10 Merkins w/ both hands on curb. Bear Crawl across, do 10 Merkins w/ left hand on curb. Duck Walk across, do 10 Merkins w/ feet on curb. Crab Walk across, do 10 Merkins w/ right hand on curb. North Augusta Pax LOVE this one."
When Animals Attack,"5 mins – mark off an area (kill zone). All PAX remain in area at all times. One PAX (“the attacker” or “it”) starts in one corner, the other PAX in the other corner. Assume bear crawl position and stay there. The Attacker begins to chase his prey throughout the kill zone (in bear crawl mode). Once contact is made with PAX (""tag""), contacted PAX becomes the attacker, returns to his corner, and it starts over. Tweak the exercise with the size of the kill zone and the number of people. Variation: instead of tagging, you have to take your prey down to the ground (F3 meets jiu jitsu) which from your hands and knees should be safe.\"" WMD Crawl,A Bear Crawl executed by doing 5 Werkins and crawling 10 steps with hands set out wide followed by 5 Merkins and crawling 10 steps with hands at normal position followed by 5 Diamond Merkins and crawling 10 steps with hands set in close. Rinse and repeat until the desired distance has been traveled. Wounded Bear Crawl,Using a curb"
Zombie Crawl,Start in a plank position and crawl with both legs dragging behind. For an added challenge try a Zombie Crawl on an incline.
