Dark Webbs,"A series of Webb routines.  A Jack Webb starts with 1 Merkin and 2 Raise the Roofs, then the Merkins increase one at a time while the Raise the Roofs increase in that 1 to 2 ratio, so that you end with 10 Merkins and 20 Raise the Roofs.  The Dark Webb consists of all the following, done without rest:<br />  Jack Webb – 1 Merkin to 2 Raise the Roofs<br />  House of Paine – 1 Jump Squat with 2 Iron Mikes / Bonnie Blairs / Jump Lunges (one per leg)<br />  Captain Thor – 1 Big Boy with 2 American Hammers (4 count, if you want the PAX to stop complaining)<br />  Happy Jack Webb – A bad marriage between a Happy Jack and a Jack Webb – 1 Burpee with 2 Side Straddle Hops (at this point 4 count is unnecessary)<br />  This one is fairly brutal, so don't plan on getting much out of the PAX after it.  Invented by Preach from Birmingham."
Dips,"Done on elevater survace such benches, low walls, or even curbs. Whille in facing upward with hands on survace and legs laying on heels, lower body to work back of arms, shoulders and core."
Dirty Hookup,"Performed as 4 count exercise. Pax plank up, facing a wall with eyes on wall. ""1"" Right hand raised to press against the wall, ""2"" Left hand raised to the wall (now in horizontal plank), ""3"" Right hand down to ground, ""4"" Left hand down (back to plank position)"
Dive Bombers,Dive Bomber is a Merkin with your hands ahead of your shoulders after you move to down position pull with your arms to move your hands behind your shoulders then push up.
Dodo bird,"With two bricks assume the People's Chair, brick in each hand and at rest down your sides is the default position. In cadence or OYO, (1) side shoulder raise [arms straight and lifted to the sides to shoulder height], (2) back to default, (3) front shoulder raise [arms straight and lifted in front of you to shoulder height], (4) back to default. After doing these you'll find out why the Dodo is extinct. First, never flap your wings in front of you. Second, never try to fly while holding bricks. This can be combined with the Wonder Bra to perform the Wonder Dodo. Follow 1, 2, 3 above, then (4) bring arms in to the chest, (5) shoulder press above your head, (6) bring arms back to the chest, (7) front shoulder raise, (8) back to default described above."
Dragon Wing,A modified Bat Wings where cinder are used in each hand
Dubya,"Grab the bar for a pull up variation. The first 'up' is toward your left hand, the second 'up' is a regular pull up to the middle, the third 'up' is toward your right hand. Your chin traces a Dubya (W), aye?"
Eagle Wings,A modified Bat Wings where bricks are used in each hand
Elf on the Shelf,This exercise is done with one concrete block. Start with the block on the ground beside you. Grab the block and lift it from the ground across your body reaching up as high as you can. Like putting it on a shelf. After a set from right to left then do left to right. Named after some Elf on the Shelf mumble chatter at a workout around Christmas time.
Febreze,"On your six, do 2 Big Boy Situps. Remain upright after last BB and lift feet up 6"". Do 10 Air Presses. Back down for 4 BB followed by 20 Air Presses with legs held 6"". Repeat using increments of 2:10 ratio. (2:10, 4:20, 6:30, 8:40, 10:50, etc…) (Called ""The Febreze"" because PAX named Febreze always increases the difficulty of a workout and he was the one who decided to hold his feet up 6"" during the Air Presses.)"
Flat Tire,"Partner 1 gets into wheelbarrow and takes 4 steps then does 1 derkin, takes 8 steps and does 2 derkins. Continue this 1:4 progression until each partner gets to 40:10, switching partners as needed.  This gets it name because, you will look like a wheelbarrow with a flat tire."
Flying Nun,Lunge walk with little baby arm circles
Gorilla Complex,"With a cinder block or other coupon of Q's choosing, PAX perform the following OYO without stop: 8 Curls For Girls, 8 High Pulls, 8 Overhead Presses, 8 Tricep Extensions, then drop coupon for 8 Merkins. Follow this up by a quick mosey for a brief upper body recovery, typically no more than 50 yards. Rinse and Repeat 8 Times."
Grave Diggers,Coupon exercise. Start standing with feet shoulder width apart and straddling a coupon. Bend over and grap coupon and lift it up and over the right shoulder until the coupon is by your right ear. Then return the coupon between your feet. Repeat on left side. This is easily completed as a 4-count exercise.
Ground Pounder,"Starting position – holding large rock up near chest. On 1: Lift Rock over head, On 2: bring rock back to chest, On 3: bring rock down to pound the ground in a deep squat then return to starting position."
Hail Mary,"Partner up, near picnic table or other such object. First man planking on ground, second man with his legs on first back doing dips with his hands on picnic table. flapjack after each set."
Hanging Toe Touch,Hanging from monkey bars facing crossways of bars. Normally hanging from a bar in each hand. Swing feet up to touch opposite side of monkey bars.
Hernia,"The Hernia is a V-Up using a Coupon. Lying flat on your back, stretching arms above your head flat on the ground with coupon. Do a standard V-Up and bring coupon to toes in one motion. Careful to not hit shins. This works the full lower Abs, Lats, and triceps. Named after a Pax mentioned that it was going to cause a hernia!"
Hip Slapper,"Hands on the ground, feet on the wall, head and justifier facing the wall. Raise one hand and slap same side hip while balancing on other hand. Flapjack."
Iron Hulk,"Big brother of Jack Webbs and Jack Jack Webbs. Essentially performing Jack Webbs with a 1:4 ratio of merkin to air press. Your shoulders and chest feel pumped up like Hulk, but the air starts feeling as heavy as Iron Man's suit."
Jack Moses,"The Jack Moses is a cousin to both the Jack Webb and Iron Hulk. Pax circle up for a plank jack and then stand to lock hands (please don't hold hands) for air presses in 1:4 ratio. (May be used to point to leadership lessons from account of Moses' arms becoming tired and those who came along side to hold them up). Or use at next 2nd F. Look smooth as you belly up and order a ""Jack Moses please. Shaken not stirred."""
John Cusack,"Standing while holding a CMU or block overhead.  Position is identical to John Cusack's character in the popular 1980s movie ""Say Anything"" where the character holds a boombox overhead.  Static exercise often used by PAX while waiting for The Six. ""In Your Eyes"" by Peter Gabriel may be played for authenticity but not necessary.."
Johnny Cash,"Any combination of Ring of Fire exercises. Circle up in plank position or on your 6 for ab exercises. PAX hold plank/six while one man does reps of exercise. When he finishes the next man does reps until all in circle have done it. ""It burns, burns, burns, that Ring of Fire"""
Jumping Jack Burpee Flash Pull-ups,"Not a very creative name, but basically, I took the Jumping Jack Burpee Flash, and modified it to: Start with 20 Side Straddle Hops, quickly follow with 10 burps, quickly follow with 10 pull-ups. Rinse and Repeat. 20 LBCs. Start over and rinse and repeat whole series as many times as wanted or AMRAP it on the clock."
Manmaker Merkin,High plank with coupon (cinders are great) laying to your right side. Perform a Merkin. Reach under your body with your left hand and drag the coupon to the opposite side of your body. Flap Jack. Repeato.
Matt Biondi,"Standing, legs shoulder width apart, arms down. Rotate arms in opposite directions (arms straight) so that they are synced to be by your side and above your head in rotation. Popular shoulder warm up for swimmers, thus Matt Biondi ( famous US Olympic swimmer)."
Merkin Mountain,Coined by F3 Gator of #jugtown; start in an incline Merkin at the base of any stadium bleacher. Perform one merkin and climb (preferably bear crawl) until your feet are where your hands started. Perform 2 Merkins and repeat adding one Merkin for every level you go up until you reach the pinnacle.
Mexican Jumping (Bean) Pull-ups,"Perform squat, jump to the pull up, complete pull up."
Mike Tyson,Place your feet against a curb or wall while in a plank position. Contract the legs for a horizontal squat. (1) Extend legs (2) Perform a Merkin (3) Return to starting position (4) or one rep. 10 reps is a nice starter. Also good with 7's or 11's on a narrow street. Mike Tyson's in combination with Bear Crawl's is a killer.
Mini Chesto,Half the reps of a Mucho Chesto.
Mini-Hair Burners,"In regular plank position with weights or coupons close at hand, push weight or coupon forward with one hand across concrete and pull it back in cadence times x reps. Rinse and repeat with the other arm."
Morning Call,"All but one PAX get into push-up position and hold the up position while one guy counts off doing 5 pull-ups. Every time a pull-up is called out, the PAX does a merkin. After 5 pull-ups, he joins the PAX and the next guy gets up and calls out his 5 pull-ups. The cycle continues until all have performed 5 pull-ups. No one leaves the push-up position unless it’s his turn to call out pull-ups or until all calls have been made."
Moroccan Nightclub,"In standing position, holds arms straight out to the sides at shoulder height, rotate hands from palms up to palms down. Do about 50 in cadence (200 total) for a good shoulder burn."
NEMOs,"This routine mixes a get-up with a blockee.<br /> Start laying flat on your back, with a cindy on the ground above your head.<br /> Grasp the cindy, bring to your chest, perform one press straight up.<br /> Place cindy to one side, then kick out your legs or flip over to an inclined plank position.<br /> Perform one incline merkin, then without releasing the cindy, stand up and perform an overhead press.<br /> Return to inclined plank, perform another inclined merkin.<br /> Return to position on your back, perform one press straight up over chest with cindy.  <br /> Return cindy to position over your head for one rep.<br /> Courtesy of Honker, F3 Pooler"
Nicole,"Nicole is one of the girls of Cross-fit. Set a timer for 20 minutes. Pax will complete AMRAP (As Many Rounds As Possible) of the following: Run 400m; Pull-ups AMRAP (As Many Reps As Possible) Mix up the pull-ups, chin-ups etc. as you see fit.; Repeato until the timer sounds."
Nutcracker,"With a  brick in each hand held overhead, perform a lunge. At the same time, lower the arms and bring the bricks together between the legs. Return to the standing position, raising the bricks back overhead."
One-armed Pickle Pounder with Coupon,"Start with one arm on the ground in pickle pounder position, the other hand has the coupon (in Jacksonville we use a milk jug filled with water apxt. 8lbs) Hold the coupon on the small of your back with the free hand during reps x20 in cadence, switch arms and repeat."
Pansey,"Conduct pull up. While up, lift the legs to the 90 degree position or beyond. lower legs to perpendicular to the ground. Lower body to the down position. Repeat."
Partner Plank Curls,Partner up. One partner gets in plank position. The other partner stands directly behind him and grabs planked partner's ankles and does bicep curls. Make sure partner in plank position keeps legs together.
Partner Shrug,Partner #1 assumes the plank position. Partner #2 grabs partner #1 by the ankles and commences shoulder shrug exercise using Partner #1 as weight. Flapjack and repeat.
People's Air Presses,"While squatting in the People's Chair, perform overhead air presses."
Pole Dancing,"Lay on your 6 under a handrail, parallel to the rail, grab rail with both hands and pull yourself up alternating sides. For extra effort, wrap your legs around the rail."
Post Hole Diggers,"Using your log, pole, post, etc. (Fault Line has two-man poles) stand it on its end and squat and lift using your legs, shoulders and arms to lift the pole until your arms are extended over head. Then reverse the upper body portion to bring the pole down. That's one rep! This is a great full body exercise when done correctly."
Pull-up Squats,"Do one pull-up. Drop down, squat once, then repeat. (Thanks Tiny Dancer in Swamp Rabbit.)"
Randys,"You've seen A Christmas story, poor Randy can't put his arms down. With arms straight out but with face palms down, move arms up and down 6 to 12 inches in cadence. Best used following Moroccan night clubs or similar shoulder exercise i.e. overhead claps, Jack Webb's."
Rapid Fire Rock Set,"Grab exercise rock. Exercises done in civilian cadence with Q calling up or down and PAX calling number. Do exercise to predetermined number (15 or 20 is good). No rest between sets. Example is curl, tri extension, overhead press done twice. Can follow press with overhead hold."
Rock-a-bye Baby,"People's chair with a rock, block or any other heavy object. Chair position, starting with the heavy object over your head, bring down to chest, push object straight out (chest high) and then left to right (1 each) for russian twist, bring back to starting position over head. Repeat until QIC sees fit."
Rockette Dips,Perform dips with alternating leg kick at the nadir of the dip.
Rocks Up – Rocks up,"Modified Homer to Marge – while on back with feet flat on ground raise hips so that only feet and shoulders are touching the ground. In unison, raise hips and the rock to overhead position [through tricep extension from ground position to overhead]. All rocks are then lowered back towards ground. Repeat."
Russian Dips,"Like a regular dip, extending one leg at a time on each down dip – Cossack-style. 1 rep: down with left leg extended, back up, down with right leg extended, back up. For solid back and shoulder burn do minimum 30-40 rapidly IC (4-count)."
Scorpion Dry Dock,A Carolina Dry Dock with one leg hoisted in the air higher than your 6 (see Carolina Dry Dock).
Shoulder Blaster Special,"Set of shoulder exercises done without rest, in cadence, and reps are at Q’s discretion. Exercises are as follows in this order: Baby Arm Circles, Reverse Baby Arm Circles, Moroccan Night Club, Bent Arm Moroccan Night Club, Chinooks, Shoulder Press, Seal Claps, Overhead Claps, Albatross (wing flaps), Cherry Pickers, and Cherry on Top (Hold at 45 Degree Angle in cadence."
Six Minutes of Uncle,"A cousin of Six minutes of Mary. A pull up #Routine of no specific composition that like it's cousin will promote #TBQ. Some goods ones include: pull-ups, chin-ups, Panseys, hanging leg lifts, and Mexican Jumping Beans. By the end of six minutes the PAX will be crying UNCLE to the QIC."
Six Pack,"1 pull-up, 5 merkins (11's style but with 6's). Once at 5 pullups 1 merkin, go back down to 1 pull-up, 5 merkins."
Solo Tesh,"While standing, begin with the bell in the clean position. Single-arm overhead press the kettlebell and hold for 10 seconds. Return kettlebell to clean position and hold for another 10 seconds. As many reps as desired: repeat with other arm."
StairBarrows,Wheelbarrow position – up one flight of stairs. Space permitting the down partner then does 10 Derkins (partner holding legs). Flap Jack if another flight up. If not same partner return down the stairs and flap jack at bottom for another round.
Sun Gods,"This exercise is perhaps common among F3 nation, but is deserving of an actual description other than shoulder rolls. Sun Gods is the rotating of shoulders through act of moving outstretched arms (with purpose and intensity) forward or backward in circular motion – Options for little Sun Gods and/or Big Sun Gods for desired effect. **Highly recommended with bricks."
Superman Yellow Sun (and Red Sun),"While in Superman position, perform sun gods. Yellow sun going forward, red sun going reverse. Usually done in cadence. Best when ground is wet or frozen to ellicit maximum mumble chatter."
Swingset Orangutans,Jump up and grab the top of the swingset going sideways and walk your walk hand over hand to the other end.
Swirley,One Pax holds the other’s legs while they do push-ups in handstand position (like they are getting a swirly).
The Hodor,"Inspired by Hodor of Game of Thrones and his only purpose in life to carry a crippled boy. With a cinder block held in front of you, squat until the block touches the ground, stand, rotate the block over your head to a triceps extension, squat, stand, rotate the block back in front. That's 1. Repeat x 30 followed by 1 lap around a 1/4 mile track – with block."
The Lion King,Start with a coupon tight to your chest. Move into the low squat position and lower the coupon between your knees. Coming up out of the squat raise the coupon high above your head thrusting it upward so that it is weightless for a fraction of second. Think Simba being presented in the Lion King.
The Swimmer,Using bricks in each hand the PAX performs the freestyle stroke.
Tie Fighters,Baby Arm Circles in a lunge position.  Forward BACs with right leg forward.  Backward BACs with left leg forward to balance the Force.
Top Gun,"Perform 10 reps each of 5 standing coupon exercises (Ex: Curls, Rows, Deadlifts, Overhead Press, Squats, Lunges) for 10 minutes. The 5 coupon exercises are repeated for the entire 10 minutes. The Danger Zone happens every minute on the minute when PAX drops coupon and perform 3 Burpees, then pick up where they left off on the coupon exercises. Dial up the suffering by extending the time, increasing the number of burpees, or increasing the reps of exercises. Acapella versions of Kenny Loggins' classic tune Danger Zone are welcomed."
UHaul,"Being in a standing position with bell being held by both hands at chest level.  The exercise is done in cadence with first move being a chest press straight out (parallel with the ground)(1), second move is back to the chest(2), third move is an incline chest press in a 45 degree upward angle (3) and then back to the chest (4).  <br /> First and second moves: https://youtu.be/VQOo8itnNrI  Kettlebell Press Out<br /> Third and fourth moves: https://youtu.be/DNd1SP4mhnU  Kettlebell Standing Upper Chest Press"
Underdog,"A supine pull-up hanging below a swing. Lying horizontally on the ground, arms extended hanging below a swing, lift chest up to the swing (a supine pull-up). Can also be performed on a fence, bench, bars, etc."
Upright Row,"Grab a rock, concrete block, log, a kettle bell, or a small 2.0 with a close overhand grip at waist level and bring up to your chin. (Thanks Clark in NoCo.)"
Wall Conveyor,All pax against wall of a building in balls to the wall (BTTW) position. First pax at 1 end of line drops down from BTTW and runs to end of the line then gets back into BTTW position. Next pax follows and this repeats until Q says to stop or run out of wall.
Wall Worms,"Start in the Balls to the Wall position, inch your way to the left or right using your hands on the ground and feet on the wall. Alternately, you can inch your hands out out from and feet down the wall into a more horizontal position and back up."
We're Not Worthy Praises,"Everyone remembers Wayne & Garth from Wayne's World. ""We're not worthy, we're not worthy."" With arms extended outward, lower and raise arms. Ok, ok, it's a front raise. But this is F3! Extremely effective when mixed in with other arm exercises, or by adding bricks or concrete block."
Welsh Dragons,"Remain in plank position the whole time. Bear crawl forward 4 steps, do 1 merkin, 1 plank jack, and tap the BACK of each shoulder 1 time. Repeat adding 1 rep to each exercise each time – bear crawl forward 4 steps, do 2 merkins, 2 plank jacks, 2 sets of back of shoulder taps… etc. Go until you get to 10 reps each, you've covered 30-50 feet, or until your arms fall off – whichever comes first."
Wilson's Wife,Inverted military press performed with your feet up on your partner's shoulders — essentially a BTTW when you don't have a wall.
Wood Chopper,"Grab a sandbag (preferably, for the instability) or a paver. Start in a crouch, twisted to the left, sandbag outside your left shin (1). Swing the sandbag up across the body to the right to a standing press position with weight outside your right shoulder (2). Swing back down to the left to the starting position (3). Back up (4). You should swing vigorously enough to be forced to decelerate the weight at both top and bottom – really swing it, as if you were chopping wood. / 20 count in cadence. Switch sides to start on the right. Repeato. / Intersperse with another exercise for recovery, and complete 3 sets for a true #CrowdPleaser. Misery and soreness from hips to armpits sure to result. / Disclaimer: Maintain good form – straight backs! Bad backs or unfit FNGs should modify to jumpies with the weight."
