Cliff Hanger Arm-ups,Think of it as a cliff hanger merkin and step ups getting together and having a baby. Get with a partner and get in cliff hanger position (see cliff hanger merkin) but you want to do it on a bench or picnic table something that has a upper and lower level. Start on lower part of bench or whatever you are using. When Q says go right arm up left arm up right arm down left arm down. You get the picture. Best to do OYO and keep a good grip or this will become a face smasher.
Cliff Hanger Merkins,"Cliff Hanger Merkins are performed in parking decks all across F3Nation. In order to complete the exercise you will need a partner. P1 will grab ahold of a rail or top of a wall on the perimeter of the parking garage at any level. P2 will hold P1's legs in the air while P1 completes the required number of Merkins. Nothing more, nothing less. #Disclaimer is always necessary for this exercise."
Clock Merkins,"Find a hill and line up in plank position at 12 o'clock. 5 Merkins. Move to 3 o'clock, 5 Merkins. Move to 6, 9, or whatever Q calls out and do 5 Merkins in each position."
Colonel Trautman,Pair up and one partner runs 20 yards to the pull up bar and do 3 pull ups while the other partner does either 5 fingertip Merkins or 10 regular Merkins then hold Chillcutt for their partner to tell them to go and do their pull ups. And you do as many sets as you can with in the time frame the Q gives you.
Contra Burpees,Burpees with increasing number of merkins. Especially effective when combined with Broad Jumps.
Control Freak Merkins,The Q has complete control of the merkin. His down and up. This can be as brutal as the Q wants it.
Copperhead Merkins,"Regular Merkin, each rep done in 3 stages, much like the copperhead squat. Excellent in high reps to feel the burn on the deltoids and rhomboids. Can be modified ad infinitum (eg copperhead derkin, copperhead drydock, etc.)"
Coyote Uglys,"Find a picnic table and partner up.  Starting in a wheel barrow position with partner, PAX will start on the ground and step up to picnic table 'seat' with their hands , complete 1 Merkin, step up to top of the 'table' , 1 Merkin, step down to the 'seat', 1 Merkin, step down to the ground, 1 Merkin.  That completes 1 rep.  Goal is 5 reps, then switch with Partner."
Creapees,"This is a normal burpee with a creature merkin variant at the bottom. This version of the creature merkin is where the creature is climbing out of the black lagoon, so it is performed in front of a bench and transitions from a regular merkin to an inclined merkin (F3Orlando Flowerchild favorite)."
Creature Merkins,"Start in an incline merkin position with feet together on the ground hand up on seat/bench. Using feet as a pivot and keeping your body straight, move your body with your hands to the right then down to the ground to perform a merkin. Then, using hands, bring yourself back up on the seat/bench and over to the left side to perform a merkin. Q's call on how many merkins to perform on each side."
Crowd Pleaser,"Essentially a Merkin followed by a Groiner, but done as a pyramid. For regular men, going from 1:1 (1 Merkin and 1 Groiner) to 4:4 (4 Merkins followed by 4 Groiners) and back down to 1:1 may be a challenge, but average F3 men should go from 1:1 up to 5:5 and back down to 1:1 to truly enjoy the moment (at total of 25 reps of each). Working up to a 6:6 pyramid is an admirable goal for the Sugar Rays in the PAX… going any higher is not advised unless you have good disability insurance."
Crucible Merkin,Start in a wide merkin stance with hands much further out than shoulder-width. Rotate hands 90 degrees outward until they are facing away from the body. Perform a merkin.
Cut A Flip,"Alternating between 5 Merkins and 5 Big Boy Sit-ups, flipping between the 2 exercises over and over, no rest. Can be performed until a specific number is reached, ex. 100 Merkins and 100 Big Boys; or can be used in an AMRAP scenario that is timed such as 1 Minute or waiting for partner to complete a movement."
Dancing Bear Pyramid,PAX perform 1 Merkin and then recover to perform 1 Dancing Bear (Andean Bear from Nashville Zoo on news…basically a jump squat and OHP). R&R going up until 10 & 10. Then back down the other side of the pyramid back to 1 each. Great way to get in 101 Merkins and OHP Jump Squats in ~6 minutes as invented at F3Nolensville
Dark Webbs,"A series of Webb routines.  A Jack Webb starts with 1 Merkin and 2 Raise the Roofs, then the Merkins increase one at a time while the Raise the Roofs increase in that 1 to 2 ratio, so that you end with 10 Merkins and 20 Raise the Roofs.  The Dark Webb consists of all the following, done without rest:<br />  Jack Webb – 1 Merkin to 2 Raise the Roofs<br />  House of Paine – 1 Jump Squat with 2 Iron Mikes / Bonnie Blairs / Jump Lunges (one per leg)<br />  Captain Thor – 1 Big Boy with 2 American Hammers (4 count, if you want the PAX to stop complaining)<br />  Happy Jack Webb – A bad marriage between a Happy Jack and a Jack Webb – 1 Burpee with 2 Side Straddle Hops (at this point 4 count is unnecessary)<br />  This one is fairly brutal, so don't plan on getting much out of the PAX after it.  Invented by Preach from Birmingham."
Death Star,Set 10 cones out in shape of star. Run to each cone and perform 30 merkins at each. Adds up to total of 300. Good times.
Del Brown,Named after saltwater fly fisherman who developed spectacular Merkin Crab fly. 10 Merkins then 25 yard Crab Walk then 10 Diamond Merkins then 25 yard Crab Walk then 10 Merkins. Repeato.
Derkin,Decline merkin. Legs raised or elevated so that the push-up accents the arms.
Derkin N'Diayes,"The other end of the rainbow of the Makhtar N’Diayes movements: From Derkin position (feet up), a 5-count exercise in which you put each foot to the ground and back into regular Derkin position, and then complete a Derkin. Increase the incline to really burn your core."
Diamonds,aka Diamond Merkins. Merkin while positioning both hands directly beneath head with thumbs and forefingers touching forming what might look like a diamond between your hands.
Dirty Man Maker,"With a ruck, perform a man maker. Burpee with squat thruster. Except at bottom, 3 hand release merkins, at the top, 3 squat thrusters. Do not warn PAX you plan to do these, as they may incite a mutiny."
Dive Bombers,Dive Bomber is a Merkin with your hands ahead of your shoulders after you move to down position pull with your arms to move your hands behind your shoulders then push up.
DMC,"Best on a football field but can be done with any designated points or posts. From the goal line Duck walk to the 10 yard line, 5 merkins, reverse bearcrawl back to goal line. Repeat to the 20, 30, 40 and 50 yardlines increasing # of merkins by 5. Duckwalk-Merkin-Reverse Bearcrawl."
Dominoes,"Preferably performed in a parking lot with a row of curbs (can also be done on ground). Line up 1 or 2 PAX per curb down the parking lot, entire PAX side planks on curb with left hand high, starting at one end, first PAX rotates to regular plank position for set number of Merkins, first PAX then holds regular plank and next PAX rotates down for Merkins, and so on down the line. Once the entire PAX is in regular plank position, the entire PAX reverses and starts again with right hand high. Repeato as desired. When done properly the PAX should resemble dominoes slowly toppling over. Best for a larger PAX."
Double Merkin Burpee,Burpee with 2 merkins.
Ferkin (aka FiA Merkin),"A deviation from the Standard American Push-Up (the Merkin) whereby a PAX, either by design or exhaustion, drops to his knees to perform a Merkin. No shame will be dealt to said PAX as he has at least chosen to keep moving in the face of extreme physical toil and certain mumblechattered mockery."
Finger-tip Merkin,"Just like a Merkin or a Knerkin, except you perform these on your finger-tips. Great for grip strength and preparing for obstacle races."
Fire Drill,"PAX in a circle, chopping feet or high knees. Each PAX calls out ""Fire"" all PAX hits the ground rolls right, merkin, roll back left, another merkin, then back up chopping. Go around the circle with the ""stop, drop and roll"" until all PAX have called ""Fire""."
Foxhole,"2 for 1 value exercise! Its a WWI, roll to the side into a Merken. Repeato."
FrankenSteinl,"The Steinl, only the routine is performed while wearing a Ruck sack or vest. Hold plank for 30 secs, then lower to forearm plank for 30 secs. Then 10 merkins IC. Then peter parker, mountain climber, parker peter with one leg. Should be outside elbow, then chest, then opposite elbow. 10 IC. Then 10 merkins IC. Return to plank and repeat. Flap jack with the PP's. Finish with merkins to complete 1 set."
Get Low,"Performed to the song Get Low by DJ Snake, hold the people's chair while the song says Get Low over and over again. When the Beat Drops do squats up and down in Cadence with the beat. The song will repeat and you can either repeat this or you can drop to a low plank. Hold the low point of a merkin while the song says Get Low for what seems like a ridiculously Long Time. When the Beat Drops do merkins, if you can. Good warm up to a ridiculous song"
Get Low or Buried Face,"Merkin/pushup position, feet are raised onto a bench (2.5ft or higher elevation if prefered). While in pushup position w/feet elevated together, each hand is placed on a cinder-block/brick, allowing push-ups to have a lower range to dip and push back up from. Since the head now parallels the hands, the pectorals get a better stretch, as well as the arms & shoulders, since the head & body now fall below the level of a typical face-to-ground push-up."
Gorilla Complex,"With a cinder block or other coupon of Q's choosing, PAX perform the following OYO without stop: 8 Curls For Girls, 8 High Pulls, 8 Overhead Presses, 8 Tricep Extensions, then drop coupon for 8 Merkins. Follow this up by a quick mosey for a brief upper body recovery, typically no more than 50 yards. Rinse and Repeat 8 Times."
Greg Louganis Merkin,"From plank position, do a merkin then shoot your legs up and through your arms while flipping over backwards arriving in plank position. Don't hit your head."
Grizzcalator,Merkins Crawls up the stairs: Ascend the stairs one at a time in plank position. Perform a merkin on each stair.
Gwerkin,"Modified ""Squerkin."" Instead of holding partner's legs at side, hold partner's feet together in ""goblet squat"" position, or put partner's feet on your shoulders."
Hand Release Prisoner Cell Merkin Burpees aka HRPCMBs,"Same as PCMBs except the Merkins are replaced with Hand Release Merkins. Drop to Plank, do 1 Hand Release Merkin then bring your right knee in and back, do 1 Hand Release Merkin then bring your left knee in and back, do 1 Hand Release Merkin then bring both feet in and jump up = 1 HRPCMB complete. You think PCMBs are bad? Wait until you try these."
Indian Bear Crawl,"Line up head to toe in plank, guy at the end bear crawls to the front, then the next guy etc. While waiting PAX are doing Merkins."
Iron Hulk,"Big brother of Jack Webbs and Jack Jack Webbs. Essentially performing Jack Webbs with a 1:4 ratio of merkin to air press. Your shoulders and chest feel pumped up like Hulk, but the air starts feeling as heavy as Iron Man's suit."
Island Hoppers,"Utilize three concrete planters or similar. Starting from the ground in a plank position, bear crawl up onto the first planter/""Island"" and continue to bear crawl across the wall to the mid-point of the first planter. Stop and do a predetermined number of Merkins. Continue to the next ""Island,"" and do another set of Merkins. Then proceed to the final ""Island,"" and do another set of Merkins. These planters are of varying heights and widths making your Merkins vary from diamond to regular while challenging you to stay on the walls. Two PAX can start at the same time, thus making the workout truly intense and challenging. Increase or decrease the level of WO by increasing/decreasing the distance on the initial bear crawl before getting on the ""Island"" or by increasing/decreasing the number of Merkins done at each ""Island."""
Jack Jack Webbs,"A Jack Webb with a Plank Jack following the Merkin. Example of a 2 count would be DOWN (Merkin), JACK (Plank Jack), ""ONE"" DOWN (Merkin), JACK (Plank Jack), ""TWO"", then onto your knees for the count of shoulder presses or over the head claps (2 COUNT). Ascending count to 10."
Jack Knives,Jack Webbs as usual. Only Difference is Dumbells are used for the Hallelujah motion.
Jack Webbs,"A merkin then air press combination initiated on the Q's command, with an ascending rep count of each, usually up to 10."
JackAss Merkin,Perform a merkin straight into a double-leg donkey kick. Rinse. Repeat.
Joe Derk,"While doing Joe Hendricks, complete a derkin for every step."
Jumping Spider,Plyometric merkin. Merkin with a bounce on the up (getting feet & hands off the ground.
Knerkin,"Aka the ""Chuck Norris,"" The Knerkin is a tradtional Merkin but performed using the knuckles instead of the open hand."
Kraken Burpee,"A Burpee that is performed with 3 hand-release Merkins at the bottom… As in ""Release the Kraken"". Originated in Lake Wylie (hence the nautical theme), hated by all."
Laney Lu Plank and Merk,"From your six, get in the V-up (Laney Lu) position….hold 10x IC, then roll right or left to low plank, hold 10x IC, then perform 1x merkin. Thats 1 Laney Lu Plank and Merk. After merkin, back to Laney Lu hold. Repeato 5x for a burn….10x for a man burn. (cred to RepoMan on the Laney Lu, his 2.0 showed him the V-up move)."
Little Merkin Boy,"Play the Christmas song Little Drummer Boy by Bing Crosby. Hold plank and complete one Merkin every time you here ""Pa rum pum pum pum"". That is 3 minutes of plank and 21 Merkins. This is a great way to finish a Beatdown during the Christmas season."
Lt. Danger,Lt. Dans plus a merkin. The sequence goes lunge-lunge-squat-merkin.
Manmaker,Dumbell Merkin followed by right arm and left arm rows. Jump feet in then bring the weights up to shoulders while squatting. Similar to a dead lift. When coming out the squat shoulder press at the top.)
Manmaker Merkin,High plank with coupon (cinders are great) laying to your right side. Perform a Merkin. Reach under your body with your left hand and drag the coupon to the opposite side of your body. Flap Jack. Repeato.
Men Makers,"Have 2 – 15 pound weights. Do a Merkin. Up into a Burpee. Down into a Merkin. Bear Crawl 5 steps with weights. Rinse and Repeat UNTIL YOU have completed 5 Burpees.<br /> Other PAX may Bear Crawl or Lunge, but not to pass the Man who is with the weights"
Merkin,"A push-up, American Military Style. 'Merica."
Merkin Jack,Just as the name suggests.  This is a merkin with a plank Jack at the bottom of the merkin.  It is done on a 4 count.  Down on 1 / Legs out on 2 (while in the bottom of the merkin) / Legs in on 3 / Up on 4
Merkin Jax,"Much like Captain Thor, this routine follows a 1:4 ratio. Exercises are Merkins and plank Jacks. Routine: 1 Merkin. 4 plank Jacks. 2 Merkins. 8 plank jacks. Up to 5/20 and back down the mountain."
Merkin Ladder,Find a launch point and target point to sprint to. 50 yards or more. Start with 20 merkin. Sprint to target point. 19 merkin. Sprint back to launch point. 18 merkin. Continue decreasing merkin count down to 1 merkin. Total of 210 merkin.
Merkin Mania,"Do all exercises without rest OYO: 5 Diamond Merkins, 5 Merkins, 5 Wide Arm Merkins, 5 Crucible Merkins, 5 Staggered Merkins 1 way, 5 Staggered Merkins the other way, 5 Tempo Merkins, 5 Hand Release Merkins."
Merkin Mile,"25 merkins are completed after each 1/4 mile (Total: 100 merkins, 1 mile). This is an especially great exercise to jump-start your reps for the day during a push-up challenge!"
Merkin Mountain,Coined by F3 Gator of #jugtown; start in an incline Merkin at the base of any stadium bleacher. Perform one merkin and climb (preferably bear crawl) until your feet are where your hands started. Perform 2 Merkins and repeat adding one Merkin for every level you go up until you reach the pinnacle.
Merkin Roll,Regular merkin position go down roll to your right push up go down as you get close to the grown roll left as soon as you are facing the ground push up I hope is a good description.
Merkin Wipes,"Like a merkin but with a wipe affect while in the down position (not touching ground). Can be done IC. Go down like a normal merkin. While in down position but not touching the ground, touch nose to left hand then touch nose to right hand, return to center position, then back up…that is one. NOTE: hands do not move, take your nose to your hands, thus ""wiping"" your nose across the ground. Enjoy!"
Mickey Mouse Merkin,"In plank position, perform Wide Arm Merkin, Diamond Merkin, Wide Arm Merkin, then return to your feet. That’s one.  Wide, Diamond, Wide (WDW – like Walt Disney World). That’s the Mickey Mouse connection. Do enough of them and it won't be the happiest place on Earth…"
Mini Chesto,Half the reps of a Mucho Chesto.
Morning Call,"All but one PAX get into push-up position and hold the up position while one guy counts off doing 5 pull-ups. Every time a pull-up is called out, the PAX does a merkin. After 5 pull-ups, he joins the PAX and the next guy gets up and calls out his 5 pull-ups. The cycle continues until all have performed 5 pull-ups. No one leaves the push-up position unless it’s his turn to call out pull-ups or until all calls have been made."
Mountain Climber Merkin,"Three mountain climber leg movements then Merkin down for count. 1,2,3, down!"
Mountain Merkins,"While in plank position (preferably on an incline, hill, berm, etc.) PAX would do Mountain Climbers (right, left, right, left) in cadence. Perform 2 Merkins (down, up, down, up) in cadence. This equals 1 rep."
Mucho Chesto,Chest blaster exercise intended to build mucho chesto. 10 x Merkin / 10 x Wide Merkin / 10 x Diamonds / 10 Stagger Merkin Left / 10 Stagger Merkin Right. Rinse and repeat for a total 100 Merkins. Time yourself and try to improve for a bonus.
NEMOs,"This routine mixes a get-up with a blockee.<br /> Start laying flat on your back, with a cindy on the ground above your head.<br /> Grasp the cindy, bring to your chest, perform one press straight up.<br /> Place cindy to one side, then kick out your legs or flip over to an inclined plank position.<br /> Perform one incline merkin, then without releasing the cindy, stand up and perform an overhead press.<br /> Return to inclined plank, perform another inclined merkin.<br /> Return to position on your back, perform one press straight up over chest with cindy.  <br /> Return cindy to position over your head for one rep.<br /> Courtesy of Honker, F3 Pooler"
Nipple Scraper Merkin,"(Also called a Half Moon push up.) With hands on a curb & butts high, drop knees down and to one side. Lower one nipple until it touches the curb, twist your body in the low plank position until the other nipple comes to the curb, and then press up. That is one rep. Reverse the motion."
Non-Alternating Shoulder Taps,"Much like a combination of the Alternating Shoulder Taps (but you do not alternate) and a clap merkin (but rather than clap, you touch both shoulders). So, from the plank you go down as far as you need, probably halfway, to push up with enough force to be able to touch your right hand to your left shoulder and your left hand to your right shoulder AT THE SAME TIME, and then get your hands down in time to do some more. It is like the clap merkin, but since your hands are not under your body, it is a little scarier and you need a better push to have time to cross both arms and touch both shoulders and then get your hands down in time to not smash your face. Requires good explosive power. Good to call 10 OYO."
Noodling for Catfish,"Start in a plank position on an incline (bench, table, steps) do a merkin but when in down position, hold with one arm while other reaches down under bench, table, steps etc like your feeling for something for 3 seconds and then hand back to bench and finish the merkin."
Obama,"In honor of the 44th POTUS, this traveling exercise consists primarily of a Bear Crawl, but after every 4 hand moves PAX must stop and perform 4 Merkins. (The 4 and 4 for the 44th, in case you needed that explained to you…)"
One Calls,"This is an 8-count IC exercise developed as a result of the sometimes horrible merkin form by some PAX, especially those claiming to do great #’s when in fact they didn’t do any correctly. It was a way to force the PAX to have FULL extension both at the bottom and the top, which only makes them better (and stops the improper form). Since I work with OneCall and he would come to the office daily to complain about this, I developed this exercise and named it after him for my upcoming Q. Start in Merkin/Plank position. 1 – Down; 2 – Hand Release; 3 – Up and hold; 4 – Floyd Mayweather Punch Right arm; 5 – Right arm down; 6 – Floyd Mayweather Punch Left arm; 7 – Left arm down; 8 (which would be the PAX count of 1, 2, 3, etc) – Full plank. As you can see, this forces the PAX to go all the way down instead of the 1-2” down that some claim count as a merkin, and it forces a locking of the elbows at the top. 10-15 of these are excellent. It has also been done with 2 PAX facing each other and keeping each other honest (Q choice with these to make the Floyd Mayweathers into Booyah Merkins or Slap 5's or anything like that where the PAX are mirroring each other)."
Painkillers,"Start with a Man-Maker ,then add a double merkin  and plank jacks to it"
Pamela Anderson,Burpee with a nipple scraper merkin (with or without a curb). Performance in slow motion while in a bathing suit is purely optional!
Partner Derkin,Merkin performed with your feet up on your planking partner's back.
Pattycake Merkin,"Two partners face each other in plank position and perform merkin together. On up movement, partners touch right hands in the middle. Repeat merkin and switch hands."
Pop-up Merkining aka Jiminy Cricket.,Merkin in which a powerful push from arms and toes causes all fours to leave the ground to complete the upward motion. Resembles a hopping cricket and inspires #respect for its bug-sized athleticism.
Power Merkin,"Merkin performed with your planking partner's feet up on your back. The bigger your partner, the more power required to complete the merkin."
Prime Time Merkin,"Standard merkin position EXCEPT one leg up, toe off the ground.  As PAX are pushing up, switch legs on each rep (in a plyometric fashion).  Named after Neon Deion Sanders, and his celebratory shuffle to the end zone on breakaway runs."
Princess Tea Party,"PAX grab a partner and form two rows with partners facing each other in plank position. Partners do Pattycake Merkins for set number of reps, followed by a Partner People's Chair (Back to back wall sit) for set time. Rinse and repeat as necessary."
Prisoner Cell Merkin Burpees aka PCMBs.,"Drop to Plank, do 1 Merkin then bring your right knee in and back, do 1 Merkin then bring your left knee in and back, do 1 Merkin then bring both feet in and jump up = 1 PCMB complete. Try 10 of these. You'll wish you stopped at 5."
Pseudo Planche Merkins,Start in standard push-up position turning your hands until your fingers point to the toes. Next walk your feet up until you feel you are about to teeter over. Hands are as close to the belly as you can get. Perform 'Mericans. Great Bicep exercise. https://www.youtube.com/watch?v=C-SML6xnVkI
Pump Jack,"Pax pair up and get in plank position.  The Q chooses a number of merkins (we use 5) per set.  Pax 1 does 5 merkins while pax 2  planks, then switch.  Continue alternating merkins and planking until one pax in the pair reaches merkin failure.  After failure each pair gets up and lunge walks in circles around the other pax pairs until the last team reaches failure.  The pairs must encourage and push each other and then encourage others while lunge walking.  Last team to fail wins.  Named pump jack because all the pax going up and down during merkins looks like a field full of oil wells with  pump jacks, and you are pumped when it is over. Proper merkin form must be used by all.  With an uneven number of pax the Q does merkins on his own."
Punch-up Merkin,"In typical Merkin postion go down and back up, then punch straight out, to the side, or up (for a real burn) 10 times with right arm. Do another merkin and repeat with left arm. Best done OYO or during a circuit routine."
Ranger Merkins,"Merkin position – however, your hands should be placed back more in line with your rib cage instead of your shoulders."
Rochamburpees,"Choose a partner. Both in chillcut plank position. Play Rochambeau (rock, paper, scissors) while in chillcut. Round 1: loser does 1 Burpee, winner does 1 Merkin. Stay in chillcut and play 10 total rounds, adding an additional Burpee/Merkin every round. EC: every tie, both do a Merkin."
Santa's Ladder,"Pick a spot in the distance. Run from your starting point to that spot and do 10 Burpees. Return to start. Turnaround, run back to your spot, now do 9 Burpees. Continue this running and rep routine, downward counting through to completing 6 burpees. Then, as you hit the 5-1 count reps, do Merkins instead of Burpees. After the entire 10-1 set is over, pause. Make it appear you're done. Then announce that you're reversing the order. In this new set, now you start with Merkins as your 10-6 set and finish with Burpees as 5-1. This routine started when a Jacob's Ladder was about to occur, and the Q asked since we were going to 10, which would the PAX prefer – Merkins or Burpees? Santa answered he'd like to split halfway, so the Q obliged. Then the Q announced uneven gains required doing it again in reverse. If executed properly — with the thought it's only a single 10-1 set — it's even more of a real crowd pleaser."
Scissor Lifts,"Start in a high plank hold, then transition to a low plank. Cross your arms in front of you, then do a Merkin from your fore arms. Once fully extended your arms look like the beams of a Scissor Lift when it is fully extended."
Singlet Merkin,6-count merkin. 4 counts are a Makhtar N'diaye. The other 2 are a standard merkin.
Six Pack,"1 pull-up, 5 merkins (11's style but with 6's). Once at 5 pullups 1 merkin, go back down to 1 pull-up, 5 merkins."
Slugger,"Run DMC's: Run a series of laps around the Q as designated. After the first lap, do 20 Diamond Merkins (D); after the second lap, do 20 Merkins (M); after the third lap do 20 Carolina Dry Docks (C) to complete a round. Rinse and Repeat as desired."
Spartan,"PAX line up and sprint 100 yrds, do 10 merkins at the finish and walk back to the start all together. Q starts each sprint race with a verbal call. Continue until you have done 30 x100 yrd sprints and 10×30 = 300 Merks. PAX will be nursing home walking for several days."
Sphinx Merkin,"Start in a low plank with your elbows on the ground, looking like the Sphinx. Push your self up using your triceps only. Your hands should never leave the ground. The merkin is complete when your elbows are locked. Then return to the starting position with your elbows on the ground once agin not moving your hands and using your triceps."
Squerkin,Two man teams. First man in merkin position with second man behind holding first mans legs at his waist. First man does one merkin with his legs elevated. Second man perfroms one squat using the body weight of the first mans legs. Begin again for # of reps called by Q.
Stagger Merkins,Merkins but with one arm positioned up and away from the body while the other hand is in its regular position.
Steinl,"Hold plank for 30 secs, then lower to forearm plank for 30 secs. Then 10 merkins IC. Then peter parker, mountain climber, parker peter with one leg. Should be outside elbow, then chest, then opposite elbow. 10 IC. Then 10 merkins IC. Return to plank and repeat. Flap jack with the PP's. Finish with merkins to complete 1 set."
Stirkin,"Steps ups, one each leg, then irkin using same surface as used for the stepups"
Sugar Cookie,"Works best on a baseball field with wet grass and a dirt infield. Do a called number of Supermans while kicking legs in cadence, as though you are swimming in the grass. Sprint to dirt infield and do called hand-release merkins followed by big boys. Rinse and repeat 3 rounds. Replicates a Navy punishment where you have to jump in the ocean followed by exercises on the beach. You get covered by sand and look like a sugar cookie."
Super 21,"Super 21: Do 1 merkin followed by 1 situp; 2 merkins / 2 situps; 3 merkins / 3 situps, etc., etc. ……. up to 21 merkins/ 21 situps (total of 231 merkins and 231 situps). Insert other exercises in between to allow for recovery (i.e. – Super 21 #1 – #10, Monkey Humpers x 21, Super 21 #11-#13, Mountain Climbers x 21, Super 21 #14-#15, etc.)."
Superman Merkin,"Plank starting position. Combine a merkin with the superman move. Go down, superman (release hands, feet and hands up off the ground, move hands from over your head to beside you with arms bent at an angle), hands back under you and push up."
Surfer Merkin,"360 degree jump then go down for merkin, pop back up and repeat."
Swerkins,"Pushup with feet in in a playground swing. As you complete the pushup, bring your knees into your chest and back out."
T Merkin,Plank Starting position. 4 Count. 1) Down 2) Arms out to your side pinching shoulder blades together 3) Hands back to Merkin position 4) Up.
Tempo Merkin,"Merkin, in cadence, with 3 count down, 1 count up."
The Bruce and the Cait,"This is a very simple Merkin that adds elements of balance and core. The Bruce start in regular Merican Pose with one leg crossed over the other at the ankle. When you come back up on the Merkin switch legs. The Cait is very similar but you switch at the bottom of the Merkin, and not the top."
