Cliff Hanger Arm-ups,Think of it as a cliff hanger merkin and step ups getting together and having a baby. Get with a partner and get in cliff hanger position (see cliff hanger merkin) but you want to do it on a bench or picnic table something that has a upper and lower level. Start on lower part of bench or whatever you are using. When Q says go right arm up left arm up right arm down left arm down. You get the picture. Best to do OYO and keep a good grip or this will become a face smasher.
Cliff Hanger Merkins,"Cliff Hanger Merkins are performed in parking decks all across F3Nation. In order to complete the exercise you will need a partner. P1 will grab ahold of a rail or top of a wall on the perimeter of the parking garage at any level. P2 will hold P1's legs in the air while P1 completes the required number of Merkins. Nothing more, nothing less. #Disclaimer is always necessary for this exercise."
Coach,"The Coach – Partner up into groups of 3. Partner 1 performs a pull up and holds in the up position while partner 2 takes on the role of the Coach. It's the Coach's responsibility to encourage P1 to give his best effort, to push through the pain, to do whatever it takes to stay in the up position while P3 sprints around the pickle (parking lot) one time. Upon P3's arrival P1 comes down from the pull up and gives P2 a high five for being a great coach. P1 will now sprint the pickle while P2, goes up on the bar. P3 is now the coach. This cycle continues until everyone has had a turn at all three positions. Repeat until all pax have lost their voices, arms have fallen off, or the Q is ready to move on."
Colonel Trautman,Pair up and one partner runs 20 yards to the pull up bar and do 3 pull ups while the other partner does either 5 fingertip Merkins or 10 regular Merkins then hold Chillcutt for their partner to tell them to go and do their pull ups. And you do as many sets as you can with in the time frame the Q gives you.
Conveyor Belt,"Columns of 5-6 PAX deep, standing at ""stations"" positioned 2 parking spaces apart, perform appointed exercise (5 monkey humpers or 3 merks, for example), BearCrawl forward to next station, guy at front runs to back of column. Reverse Conveyor Belt is the same idea but going in the reverse direction by CrawlBearing between stations. This works really nicely with kettlebells: leave your kettlebell at the station where you start."
Coyote Uglys,"Find a picnic table and partner up.  Starting in a wheel barrow position with partner, PAX will start on the ground and step up to picnic table 'seat' with their hands , complete 1 Merkin, step up to top of the 'table' , 1 Merkin, step down to the 'seat', 1 Merkin, step down to the ground, 1 Merkin.  That completes 1 rep.  Goal is 5 reps, then switch with Partner."
Devin Hester,"Two PAX of similar speed, one with a rock or other coupon and a small headstart, race 100 yds. 2nd Pax attempts to run down the 1st. Created by Glass Joe in Union County."
Diego,"Diego  (Dora the explorer's cousin) – Similar to Dora 1, 2, 3 but just tougher… Same partner situation but the exercises are as follows: 100 – 'Merkins 150 – Overhead press w/ block 200 – LBC 250 – Block Curls 300 – Squats w/ Block"
Doc Ock's Octogon of Pain,"Routine – The PAX partner up & start at different stations. Area is setup with cones in an Octagon – 8 Stations – one for each of the Doc Ock's 2.0s – Each stations exercise begins with the respective 2.0's first letter of their name. PAX will perform 8 of each exercise, bear crawling from cone to cone after each exercise, after each completion around the Octagon the PAX jog to the middle, to pay respect to my better half and perform Motivator from 4.Station 1 – 2.0 – Decline Merkins; Station 2 – 2.1 – Jump Squats; Station 3 – 2.2 – Burpee; Station 4 – 2.3 – American Hammers; Station 5 – 2.4 – Outlaws; Station 6 – 2.5 – Lt. Dans; Station 7 – 2.6 – The Lion King; Station 8 – 2.7 – Jumping Spiders.Rinse and repeat adding 8 to each exercise each trip around the Octagon of Pain 8, 16, 24, 32… (Motivators continue from 4 each trip to the middle)."
Dominoes,"Preferably performed in a parking lot with a row of curbs (can also be done on ground). Line up 1 or 2 PAX per curb down the parking lot, entire PAX side planks on curb with left hand high, starting at one end, first PAX rotates to regular plank position for set number of Merkins, first PAX then holds regular plank and next PAX rotates down for Merkins, and so on down the line. Once the entire PAX is in regular plank position, the entire PAX reverses and starts again with right hand high. Repeato as desired. When done properly the PAX should resemble dominoes slowly toppling over. Best for a larger PAX."
Dora 1-2-3,"Teams of 2 pax working together to reach cumulative exercise goals of 100, 200, and 300 reps. Pax 1 executes as many reps as possible while Pax 2 sprints 100 yards down and back. Flapjack until team goal is reached. Exercises are a top-to-bottom of body progression, i,e, 100 merkins per team (chest), 200 LBCs per team (core), 300 squats per team (legs). Modified Dora 1-2-3 is 50, 100, and 150 reps."
Doracides,"Dora's twin sister and she is a lil' cray cray. Use the same concept as the regular Dora, 2 PAX work together to reach cumulative exercise goals of 100, 200, 300, and 400 reps. The difference comes in the sprint, instead of running 100 yards you will do suicides instead. 1 PAX member will execute as many reps as possible while PAX 2 sprints to cone 1 (or use a pole, tree, etc. for your point of turnaround), 1 burpee, sprint back to partner, touch, sprint to cone 2, 2 burpees, sprint back to partner, touch, sprint to cone 3, 3 burpees, sprint back, switch with partner. PAX member picks up where PAX member doing the exercises left off."
Double Apple Sauce,A two-column Indian run.
Dwight Howard,"Standing facing a wall, jump from rest with both hands and touch as high up on the wall as possible (like Dwight Howard slapping a sticker on the backboard while dunking). AMRAP while your partner circles a building. Normally part of a larger set (people's chair, rocky balboas, donkey kicks, etc.) of partner work."
Empty Wheelbarrow,A belly up plank walk with someone holding your feet. Essentially a crabwalk with partner holding feet.
Field of Dreams,"Created on a baseball diamond, but can in a field with cones. Start out by counting off by fours. 1s start at First Base (1st cone) do AMRAP Squats until relieved. 2s at Second Base (2nd cone) do AMRAP Mercans until relieved. 3s at Third Base (3rd cone) do AMRAP LBC's until relieved. 4s at Home Plate (4th cone) will perform 15 Burpees then run to First, relieving the Pax there. Continue until all Pax have done the Burpees."
Flat Tire,"Partner 1 gets into wheelbarrow and takes 4 steps then does 1 derkin, takes 8 steps and does 2 derkins. Continue this 1:4 progression until each partner gets to 40:10, switching partners as needed.  This gets it name because, you will look like a wheelbarrow with a flat tire."
Flora 1-2-3,"Dora's lazy, mean stepsister. All pax partner up, and grab a coupon, preferably of the 35 lbs CMU size (concrete masonry unit). 100 Merkins – P1 does 10 with feet on coupon. P2 holds plank with feet on his coupon. Flapjack.200 LBCs – P1 does 20 LBC holding coupon high on chest. P2 holds legs 6"" off ground, and extends arms w/ coupon over chest. Flapjack. 300 Goblet Squats – P1 does 25 goblet squats. P2 lowers to bottom of goblet squat w/ coupon, and holds. Flapjack."
Glen Campbells,"https://www.youtube.com/watch?v=R4kPQSKGJqA Another name for Partner Carries, but Partner Carry is too simplistic a name for a dignified, musically well rounded PAX. 70's Gold. The lyrics and angelic voice say it all."
Greta 1-2-3,"Dora's Icelandic Cousin…she's frigid. It's like Dora 1-2-3 but performed with each exercise using a 30lb cinderblock (YHC used Kettle bell swings, squat to overhead press, and block burpees) . Also, while one of the pair is running, the runner is carrying another cinderblock to leave at the top of the run for the other to carry back. All the while the runner has to hurdle over three obstacles (hay bales). It's terrible and horrible combined."
Gwerkin,"Modified ""Squerkin."" Instead of holding partner's legs at side, hold partner's feet together in ""goblet squat"" position, or put partner's feet on your shoulders."
Hail Mary,"Partner up, near picnic table or other such object. First man planking on ground, second man with his legs on first back doing dips with his hands on picnic table. flapjack after each set."
Hash Pipe,"Purchased 10 iron pipes, 3/4"" x 30"", at Home Depot. Duck taped caps on the end.<br />  PAX1 takes a balanced straddle stance over PAX2 who is laying on his back.<br />  PAX1 is holding a 36"" iron pipe horizontally at upper thigh height. Arms straight, back arched, similar to a water skiing posture.<br />  PAX 2 reaches up and grabs a shoulder-width grip on the pipe and executes a reverse push-up. (Pull-up)<br />  After 20 reps you flapjack. We have also used the pipes for resistant curls. PAX1 Curls for the Girls, PAX2 pushes down on pipe."
"Heartbreak 1, 2, 3s","Heartbreak 1, 2, 3’s are modified Dora 1, 2, 3’s with a heartbreaking hill in place of the 100 meter sprint–a la the final soul-crushing hill in the Boston Marathon. Hill should be just steep enough that standing at the bottom looking up is enough to induce heartbreak when making that final run to the top. If you live in the flatlands, a very steep bridge abutment works just as well."
Hot Potato,"Pair up. Face each other. On your bums and lock ankles. Starting man grabs a paver or sandbag, tosses it over the head of his partner, then stays at 45 degrees. Partner catches the weight, falling to his back, touches the ground over his head with the weight , then performs a sit-up motion, tossing the weight back. Starting man performs the sit-up. Hit potato – get rid of that weight! / Perform for 90 seconds or as long as the Q has gas."
Indian Run 11s,Standard Elevens with PAX in Indian run formation. All PAX complete 1st exercise together and then run in formation to perform 2nd excercise at next location approximately 400-500 yards apart.
Lazy Doras,"An estranged and despised relative of Dora 1-2-3. Partner up. Partners perform 100 Merkins, 200 LBCs, & 300 Squats as a team. Here’s the catch…no running. P1 starts with 10 Merkins while P2 planks, then switch. Continue switching between Merkins and plank until 100 total Merkins reached. Next, while P1 does 20 LBCs, P2 performs a 6"" leg hold until P1 is finished, then switch. Continue switching until all 200 LBCs are completed. Finally, P1 does 25 squats while P2 does squat hold, then switch. Continue switching until 300 total squats are completed."
Leg Wrecker,"Split pax into 2 groups. Separate groups at a distance as determined by Q (20-25 yards is a start). Group 1 does Lt. Dan's until they reach Group 2. Group 2 holds Al Gore. Upon arrival, Group 1 holds Al Gore while Group 2 Lt. Dan's back. Rinse and Repeat with Sumo Squats (and/or other leg exercises) instead of Lt. Dan's."
Michelin Man Bolt,Similar to the Usain Bolt but with a tractor trailer tire in tow. Two pax are harnessed to a tractor trailer tire – that trails them by 8-10 feet. The pax team drag the tire 40 yards out and back while remaining pax perform the prescribed exercise. Perform through all pax. Rinse and repeat for duration for a solid all over beat down.
Millenial,"Goal is a total count of 2000 as a team. The full pax does 100 reps each of a called exercise, then runs a 100m lap back to a point where they gather again for the next called exercise. There will be 10 cycles, which get you to your number. Teamwork matters. The first nine cycles end when the FIRST person gets to 100, which keeps the pax together. The last cycle, which is always burpees, is done together and usually with someone Q-ing or roating the Q through the 100 burpees. A sample set of cycles: 1) SSH; 2) Lunges; 3) Merkins; 4) LBCs; 5) Mtn. Climbers; 6) Flutters; 7) Arm Raises; 8) Squats; 9) Oblique Crunches – 50 per side; 10) BurpeesNamed as year 2000 is within the time period around which the Millenial generation was born."
Monkey Rolls,"Break out into groups of 3 and start from the standing position in a line shoulder to shoulder with 4’ spacing between PAX. The PAX in the center dives to the ground toward the right hands first and finishes with a complete roll. While the first PAX is rolling toward the PAX on the right, the PAX on the right dives hands first over the PAX rolling toward him, finishing by in a complete roll toward the PAX who started on the left. The PAX on the left dives over the PAX rolling toward him and does a complete roll. Once each PAX finishes their complete roll, stand back up and get ready to dive over the next PAX rolling toward you. Repeat to failure or time defined by Q"
Musical Dora,"Musical Dora is Dora's fun and sinister sides put together. Partner up just like a Dora. Partner 1 does the selected exercise while partner 2 runs either a hill or circuit and back then flapjack. During this time you have your favorite play list going. All exercises are done for the time period of a song. Sandbags or kettle bells are good here for the exercises. Taylor your playlist and exercises to the length of time you want to take. Examples of exercises: Kettle bell swings, overhead press, curls, bent over row, goblet squats, thrusters, overhead tricep extentions and the crowd pleasers: burpees or merkins to finish done to the 6:05 minute version of MJ singing ""Don't Stop Till You Get Enough"".  Doing the exercises to a time based count (song) keeps all PAX together and who doesn't love to work out to the Q's favorite play list?"
Ménage,Teams of three. Each team does 90 of selected exercise as a group. Planks in between exercises. Repeat times 6.
Nolan Richardson,"Aka ""40 minutes of Hell."" Warm-O-Rama: Windmills (20), American Hammers( 20), Mosey (Around Ballfield). Routine: Partner 1 will perform each exercise denoted below as Partner 2 backpedals 50 yards, performs a "" Bobby Hurley"" & jogs back to continue the exercise from the count accumulated by Partner 1. This will continue until the repetition count stated below is met. 1. Burpees (150). 2. Squats (300). 3. Big Boy Sit-Ups (150). 4. Little Baby Arm Circles (300). 5. Merkins (150). 6. Imperial Walkers (300)."
O.P.P.,"You down with O.P.P? Yeah you know me! Whose down with O.P.P? All of F3! Partner up. Partner 1 does Overhead Claps while in People's Chair (O.P.). Meanwhile Partner 2 does a set number of Plank Jacks (P.) Switch. Can do multiple rounds, swapping out the Plank Jacks for Peter Parkers or Parker Peters or any exercise that starts with P."
Ollie Norths,Heaving a man over your back to carry him from the battlefield. Then carry him for a while. (f/k/a First Responders)
Partner Carry,Carry a partner either in a fireman hold or simply on your back some distance that Q calls out.
Partner Derkin,Merkin performed with your feet up on your planking partner's back.
Partner Plank Curls,Partner up. One partner gets in plank position. The other partner stands directly behind him and grabs planked partner's ankles and does bicep curls. Make sure partner in plank position keeps legs together.
Partner Shrug,Partner #1 assumes the plank position. Partner #2 grabs partner #1 by the ankles and commences shoulder shrug exercise using Partner #1 as weight. Flapjack and repeat.
Pattycake Merkin,"Two partners face each other in plank position and perform merkin together. On up movement, partners touch right hands in the middle. Repeat merkin and switch hands."
Pickle Grinders,"Find a bench, box or low wall where Partner A lays face down over the edge of said device with the edge at hip level or slightly lower. Partner B holds Partner A's legs firmly down. Partner A drops torso below device and reverses to tight hold with back arched upward. Exercise name becomes evident very quickly with fast adjustments. Great with a modest coupon."
Power Merkin,"Merkin performed with your planking partner's feet up on your back. The bigger your partner, the more power required to complete the merkin."
Princess Tea Party,"PAX grab a partner and form two rows with partners facing each other in plank position. Partners do Pattycake Merkins for set number of reps, followed by a Partner People's Chair (Back to back wall sit) for set time. Rinse and repeat as necessary."
Pump Jack,"Pax pair up and get in plank position.  The Q chooses a number of merkins (we use 5) per set.  Pax 1 does 5 merkins while pax 2  planks, then switch.  Continue alternating merkins and planking until one pax in the pair reaches merkin failure.  After failure each pair gets up and lunge walks in circles around the other pax pairs until the last team reaches failure.  The pairs must encourage and push each other and then encourage others while lunge walking.  Last team to fail wins.  Named pump jack because all the pax going up and down during merkins looks like a field full of oil wells with  pump jacks, and you are pumped when it is over. Proper merkin form must be used by all.  With an uneven number of pax the Q does merkins on his own."
Railroaders,"One or more railroad ties needed. Split into 2-3 people per group. Each group takes turns on the railroad ties. 1st Round – Each group performs 20 overhead presses, while everyone else planks. 2nd Round – Each group performs 20 curls, while everyone else holds Al Gore. 3rd Round – Each group performs 20 dips, while everyone else performs flutter kicks. 4th Round – Each group performs 20 bent over rows, while everyone else lunges. Rinse & repeat as needed or change out exercises and reps as needed."
Rochamburpees,"Choose a partner. Both in chillcut plank position. Play Rochambeau (rock, paper, scissors) while in chillcut. Round 1: loser does 1 Burpee, winner does 1 Merkin. Stay in chillcut and play 10 total rounds, adding an additional Burpee/Merkin every round. EC: every tie, both do a Merkin."
Shortie Squats,"Pick up your 2.0, put them over your shoulder in a fireman carry position, peform a standard partner squat.  Useful for waking sleepy 2.0s. For next level, and if a HIM has multiple shorties, see how many he can pick up and squat at the same time."
Squerkin,Two man teams. First man in merkin position with second man behind holding first mans legs at his waist. First man does one merkin with his legs elevated. Second man perfroms one squat using the body weight of the first mans legs. Begin again for # of reps called by Q.
StairBarrows,Wheelbarrow position – up one flight of stairs. Space permitting the down partner then does 10 Derkins (partner holding legs). Flap Jack if another flight up. If not same partner return down the stairs and flap jack at bottom for another round.
Stink B.O.M.B.S.,"B.O.M.B.S. x 2 on reps + use a spoke layout. Set 5 cones out surrounding the Shovel Flag. Pax #1 starts the B.O.M.B.S. reps at the first cone while pax #2 goes to the Shovel Flag to do exercise chosen by the Q (for example 50 curls or 50 LBC's). Pax #2 then swaps with Pax #1. Work at same spoke until all reps are completed. Then move to next spoke. Q can change center exercise with each move to next spoke. B.O.M.B.S = 100 Burpees, 200 Over Head Presses, 300 Merkins, 400 Big Boy Sit-ups, 500 Squats."
Swirley,One Pax holds the other’s legs while they do push-ups in handstand position (like they are getting a swirly).
Tammy Wynette,"Tammy Wynette’s country song hit, “Stand By Your Man” is the inspiration here. Starting position: PAX 1 assumes the merkin plank while PAX 2 remains standing beside ‘his man’. Exercise: Pax 1 does merkins in sync with PAX 2 who does deep squats. They do 10 reps either by Q call or on their own. At multiples of 10, the partners switch out alternating between merkins & squats. Example: 1,2,3 … 10, (switch) 11,12,13…20 (switch) 21,22,23, …30 (switch), etc. until they reach 200; that’s 100 merkins + 100 squats per man. (Note: on each switch, the merkin man should explode off the deck as in the 5-6 count of the burpee.) Other standing/ground exercises may be substituted at Q’s discretion. In fact, an entire routine could be made up of multiple ‘Tammy Wynettes’."
Tennessee Iditarod,"Like the Iditarod race only no snow, huskies, or sleds. Wrap a climbing rope around PAX One’s waist. PAX Two holds the rope, like reigns, behind PAX One. PAX Two gives resistance while PAX One pulls “the sled”. Works best with a AYG sprint and maximum resistant."
The W.A.S.H.,"Werkins (50, preferably hand-release). American Hammers (100). Step-Ups (150). Hip Thrusts (200). Done OYO or in pairs (with one partner running – either laps or designated sprints – while the other does exercise, then switch as needed until exercises completed)."
Three Amigos,"Three members of Pax assume air chair position, but back-to-back-to-back, leaning on each other. Hold position as with wall sits, drop lower and hold, or begin to walk as a group in direction of your choosing."
Tortoise and the Hare B.O.M.B.S.,"Buddy up with one rucksack between each pair. Partner #1 puts on rucksack and starts walking. Partner #2 does first exercise on the list and then chases down Partner #1. When he catches his partner, they swap: Partner #2 takes the rucksack while Partner #1 does the same exercise. Repeat until all exercises have been done 5 times BY EACH partner. -5 Burpees (50 per pair) -10 Outlaws (100 per pair) -15 Merkins (150 per pair) -20 Big Boy Sit-ups (200 per pair) -25 Squats (250 per pair)"
Triple Check,"Teams of three. First man in a peoples chair, second man in front of him in plank, third man sprints 100 yards and back, rinse and repeat times three."
Tunnel of Love,"While Pax plank side by side, one by one someone crawls under the tunnel of planking pax. Best done with a ruck on, in the snow, or anywhere there is accumulated mud."
Twin Tower of Trust,"Each pax member will hold a brick in each hand, facing another Pax member ( say there is 20 guys total, 10 line up facing each other maybe 3-4 feet apart). When the Q says exercise, they will hold the bricks straight out eye level “ no touching bricks OR partners bricks”. The person on the end will “bear crawl” under everyone holding the bricks ( that is where the trust comes in J) AND when he gets to the end he will pick a side and hold his bricks up. Then the next guy goes etc. etc. This will continue for 25-50 yards depending on what the Q says."
Uptown 50,"10 cones with the following written on them: Burpee Broad Jump, Crab Walk, Partner Carry (P1), Partner Carry (P2), Alligator Crawl, Wheelbarrow (P1), Wheelbarrow (P2), Nur (Run Backwards), AYG (Sprint), and Bear Crawl. Cones are placed at end zone and at 50 yard line. Pax partner up and line up on the 50 yard line. Do 10 burpees, then travel to the 50 in the method on the cone. When you get to the 50, do 10 burpees and travel back by the next method. Repeat until you've traveled by all methods on cones (and have done your 100 burpees). Keep going until audible swearing is heard, or until time runs out."
Vacuum Cleaners,"Partner work done in wheelbarrow position, ideally in a parking lot or lined field. Beginning at first line, wheelbarrow to second line and perform five Derkins. Reverse wheelbarrow to first line for one rep. Flapjack after agreed upon reps have been completed."
Weekend at Bernie's,"This is a partner drag exercise where one partner is a ""causality"" and the other partner has to get him down the field. Any type of drag can be used for this exercise. At warthog we used bear crawls as well drags where the pax drags the causality by the ankles down the field. Reason for name is because while we were preforming this exercise many pax had flashbacks to scenes in the move where they were moving Bernie around the house."
Wilson's Wife,Inverted military press performed with your feet up on your partner's shoulders — essentially a BTTW when you don't have a wall.
