Dora 1-2-3,"Teams of 2 pax working together to reach cumulative exercise goals of 100, 200, and 300 reps. Pax 1 executes as many reps as possible while Pax 2 sprints 100 yards down and back. Flapjack until team goal is reached. Exercises are a top-to-bottom of body progression, i,e, 100 merkins per team (chest), 200 LBCs per team (core), 300 squats per team (legs). Modified Dora 1-2-3 is 50, 100, and 150 reps."
Doracides,"Dora's twin sister and she is a lil' cray cray. Use the same concept as the regular Dora, 2 PAX work together to reach cumulative exercise goals of 100, 200, 300, and 400 reps. The difference comes in the sprint, instead of running 100 yards you will do suicides instead. 1 PAX member will execute as many reps as possible while PAX 2 sprints to cone 1 (or use a pole, tree, etc. for your point of turnaround), 1 burpee, sprint back to partner, touch, sprint to cone 2, 2 burpees, sprint back to partner, touch, sprint to cone 3, 3 burpees, sprint back, switch with partner. PAX member picks up where PAX member doing the exercises left off."
Double Apple Sauce,A two-column Indian run.
Duck and Weave,"Pax line up as if doing an Indian Run, except this offers more pain. The Pax start duck walking and the six runs to the front by weaving in between each Pax member. Then he joins the rest of the Pax duck walking until everyone has weaved to the front at least once or until the Q's legs burn out."
Dwight Howard,"Standing facing a wall, jump from rest with both hands and touch as high up on the wall as possible (like Dwight Howard slapping a sticker on the backboard while dunking). AMRAP while your partner circles a building. Normally part of a larger set (people's chair, rocky balboas, donkey kicks, etc.) of partner work."
Elevens,"also written as 11s. An exercise in which you start with 1 rep of one exercise and 10 reps of another exercise, then add one additional rep to the first exercise and subtract one rep from the second. The sum must always add up to 11. Example: Elevens along the oak trees at #45MinutesofMary with Burpees and Merkins starts you with 1 Burpee and 10 Merkins at the first tree, then 2 Burpees and 9 Merkins at the second tree, then 3 and 8 etc. until you do 10 Burpees and 1 Merkin at the last tree."
Four Corners,"Usually done on a football field or area with four corners. Run to first corner, do 10 reps. Run to 2nd, 10 more reps. Run to 3rd, 10 more. Run back to start, 10 final reps."
Four Corners Escalator,"Combination of Four Corners and an Escalator. Four exercises. 10 reps, run to next corner, 10 reps+20 reps next exercise, run, 10, 20, 30 reps, run, 10, 20, 30, 40 reps, run to start. Can go back down escalator: 40, 30, 20, 10, run, 30, 20, 10, run, 20, 10, run, 10."
Gorilla Complex,"With a cinder block or other coupon of Q's choosing, PAX perform the following OYO without stop: 8 Curls For Girls, 8 High Pulls, 8 Overhead Presses, 8 Tricep Extensions, then drop coupon for 8 Merkins. Follow this up by a quick mosey for a brief upper body recovery, typically no more than 50 yards. Rinse and Repeat 8 Times."
Greta 1-2-3,"Dora's Icelandic Cousin…she's frigid. It's like Dora 1-2-3 but performed with each exercise using a 30lb cinderblock (YHC used Kettle bell swings, squat to overhead press, and block burpees) . Also, while one of the pair is running, the runner is carrying another cinderblock to leave at the top of the run for the other to carry back. All the while the runner has to hurdle over three obstacles (hay bales). It's terrible and horrible combined."
Griff,Run 800m; Run 400m backwards; Run 800m; Run 400m backwards. Griff is a Crossfit Hero.
Gunners,"The PAX completes a set of exercises in succession of the process of the firing of a gun. Hammer, to explosion, to barrel path PAX lines up in a across an open field on their Six. Complete a number of American Hammers and explosive exercise (eg. Burpees, Jump Squats) as set by the Q AYG Sprint to a point set by the Q Repeat Exercise pattern again."
Hairband Mile,A Mental Marathon with an Actual Run or Jogging Distance equal to or less than 1/4 mile. Named in honor of Hairband who claims to hate running but is secretly a closet runner.
Harley Quinn's,"Harley Quinn's, Margot Robbie's character in Suicide Squad, are a spin-off of classic suicides and performed on a football field or any field with set distances or cones. Two exercises are needed each round, Exercise A is performed on yardage that starts with odd number and Exercise B on yardage that starts with even number). Rounds consist of PAX starting on the end line, PAX run to the 10yd line, perform 10 reps of Exercise A, run back to baseline, Run to 20yd line and perform 20 reps of Exercise B, run back to baseline, 30yd= 30reps Ex A and so forth. (Yardage marker equals number of reps performed. Can do this down whole field or to set distance and back. (ie. 10,20,30,40,30,20,10) *For full football field, the opposite goal line = 10reps to ensure even count between the two exercises. Exercises can change after complete set is done. (ie. only going 40yd out and back). Harley Quinn's are best performed with a group!"
"Heartbreak 1, 2, 3s","Heartbreak 1, 2, 3’s are modified Dora 1, 2, 3’s with a heartbreaking hill in place of the 100 meter sprint–a la the final soul-crushing hill in the Boston Marathon. Hill should be just steep enough that standing at the bottom looking up is enough to induce heartbreak when making that final run to the top. If you live in the flatlands, a very steep bridge abutment works just as well."
Hindenburg BLIMPS,"Modified version of BLIMPS. Done on a field. Perform exercise at corner #1, sprint to corner #2, perform exercise. Sprint to corner #3 perform exercise. Then to corner #4, exercise and then back to corner #1. Plank it up until all have finished. Thats one round. Round 1 – 10 Burpees; Round 2 – 20 Lunges; Round 3 – 30 Imperial Walkers; Round 4- 40 Merkins; Round 5 – 50 Plank Jacks; Round 6 – 60 Squats"
Indian Run (Runny-Joggy),"Single-file line of runners in which the last guy runs to the front. Rinse, repeat. Also known as Swedish Mile, Geese Run."
Indian Run 11s,Standard Elevens with PAX in Indian run formation. All PAX complete 1st exercise together and then run in formation to perform 2nd excercise at next location approximately 400-500 yards apart.
Jacked Up,"A series of different types of jumping jack exercises performed with a descending count in cadence. A typical Jacked Up would go as follows: SSH x 50 IC Seal Jacks x 40 IC Plank Jacks x 30 IC Crossover Squat Jacks (aka Deny Terio) x 20 IC Smurf Jacks x 10 IC Alternatively, the Q can keep the count all the same."
Jacob's Ladder,"Seven times up the hill, with an increasing number of burpees at the top each trip up. See F3 TV."
Johnny Roscoes,Similar to UP and DOWNS but Chop your feet or high knees. On Q’s signal you drop to the the dirt and roll over then bounce back up and resume chopping or high knees until Q signals again roll RIGHT or LEFT.
Killer Bees,"The Killer B's are Bear Crawl, Broad Jump, and Burpees. PAX Bear crawl roughly 100ft or distance specified by Q, then Broad jump back to start, every 5 broad jumps, PAX performs 3 Burpees. Specified # of Sets or timed AMRAP works well."
King of Hearts,"Series of suicides of varying variety (e.g, regular, karaoke suicides. Backward run suicides.)"
Ladder Jacks,"Two jacks each of side straddle hpop, seal jack, smurf jack, plank jack, and bow jack. Down and back up is one rep."
Lindsays aka Forties,"Lindsays are a high-rep variation of Elevens. You start with 30 reps of one exercise and 10 reps of another exercise OYO, then subtract 5 reps from the first exercise and add five reps from the second. Repeat OYO until you have 10 reps of the first exercise and 30 reps of the second. The sum must always add up to 40. Example: Lindsays with Dips and Merkins starts you with 30 Dips and 10 Merkins, then 25 Dips and 15 Merkins, then 20 Dips and 20 Merkins, then 15 Dips and 25 Merkins, then 10 Dips and 30 Merkins."
Merkin Ladder,Find a launch point and target point to sprint to. 50 yards or more. Start with 20 merkin. Sprint to target point. 19 merkin. Sprint back to launch point. 18 merkin. Continue decreasing merkin count down to 1 merkin. Total of 210 merkin.
Merkin Mile,"25 merkins are completed after each 1/4 mile (Total: 100 merkins, 1 mile). This is an especially great exercise to jump-start your reps for the day during a push-up challenge!"
Michelin Man Bolt,Similar to the Usain Bolt but with a tractor trailer tire in tow. Two pax are harnessed to a tractor trailer tire – that trails them by 8-10 feet. The pax team drag the tire 40 yards out and back while remaining pax perform the prescribed exercise. Perform through all pax. Rinse and repeat for duration for a solid all over beat down.
Mile of 50s,"At a standard 400-m track, the PAX jog 50 meters then Sprint 50 meters for 4 laps.  This was a favorite training exercise of a former US Olympic 400-meter runner.  If a PAX can do it under 6 minutes, they have Olympic potential!"
Mosey,Slow run from one location to another.
Mountain Climber Merkin,"Three mountain climber leg movements then Merkin down for count. 1,2,3, down!"
Mountain Climbers,"Done from push-up position, run in place."
Nadal,Running the lines of a tennis court.
Nicole,"Nicole is one of the girls of Cross-fit. Set a timer for 20 minutes. Pax will complete AMRAP (As Many Rounds As Possible) of the following: Run 400m; Pull-ups AMRAP (As Many Reps As Possible) Mix up the pull-ups, chin-ups etc. as you see fit.; Repeato until the timer sounds."
No Mercy Mile,"Pax begin at mid point of front stretch on a standard track. Jog to turn 1: bear crawl to turn 2. Jog to mid point on back stretch. Do 25 merkins. Jog to turn 3: lunge to turn 4. Jog to starting point perform 25 squats. R & R three more times. When complete will have bear crawled 400 yards, lunged 400 yards, performed 100 merkins and squats all while completing 1 mile."
Noonan,Running up stadium stairs with a ruck on.  Any form of weighted ruck or coupon up and down stairs. In Honor of F3 Naperville's Steve Keough (F3 Noonan) who suddenly passed away while rucking.
Parking Space Tracer,"For those participating in an AO with a parking lot, PAX starts at one point on a parking space line. PAX runs/sidesteps/runs backward while tracing the lines on the parking lot. Even better when double sided / open spaces."
Prisindian Run aka Prisoner Indian Run,"Standard Indian Run, but with your hands behind your head and elbows out in the ""peacock position"". Great mumble chat reducer!"
Quadraphilia,"Find a steep hill (Hill of pain). Set a timer, i.e. 4 minutes. Run forward down the hill and run backwards up the hill repeato until the timer runs out."
Quarter Pounder,"Done on a Football field or a large parking lot. Sprint to the 25 yards and Do 25 merkins, Run backwards to Goal And Sprint to the 50 and do 50 squats, Backwards to Goal Line sprint to the 75 and do 75 Mountain Climbers, Run backwards to the goal line and sprint to the hundred and do 100 SSH. mix and match exercises for the reps. Do it with a Bricks for a Quarter Pounder with cheese. Rinse and repeat for a Double Quarter Pounder."
Red Barchetta,"Designed to get the heart rate up, much like the song by Rush of the same name. To be completed on a football field or an area of similar length: 100 Yard Dash then 100 SSHs, run back to start point to plank/wait for six; 75 yard dash then 75 mountain climbers, run back to start point to plank/wait for six; 50 yard dash then 50 LBCs, run back to start point to plank/wait for six; 25 yard dash then 25 Merkins, run back to start point to plank/wait for six; 10 yard dash then 10 burpees, run back to start point and plank/wait for six."
Reverse Indian Run aka Indian Giver,"PAX in front runs facing forward to ensure safety. Rear PAX, 1 by 1, runs in reverse to front of line. Once in front, lead PAX faces forward. 2nd from front all the way to the back faces rear and continues the run. Repeat until all have completed rotation or for funsies, rinse and repeat."
Ring of Fire,In a large area you have 8-10 different exercise stations set up in a circle. Split groups evenly into each station. Group spends one minute at the station doing the exercise (as many as they can) and then rotate around the circle of fire to the next exercise (All groups rotate at the same time). Go 3 complete rotations around the Circle of Fire. Exercise examples- 1. Burpees 2. Hill Run 3. Box Jump 4. Flutter Kicks 5. Jump Rope 6. Mercins 7. Shuttle Run 8. Squats 9. BBS 10. Lunges.
Robert Plants,"Running up a stairway, often in a urine-stinking parking garage."
Rocky Balboa,"AKA curb kick or Riverdance. Start near a curb or other raised element, and with a barely rhythmic motion, alternately tap the toe from each foot on the curb. Best in cadence, as in the extensive exercise scene between Rocky and Drago in Rocky IV."
Route 66,"Made infamous along Water Oak Road in Charlotte, an exercise in which you start with 1 rep at a predefined stopping point, then add one additional rep at intervals until you hit 11 stops. Example: Route 66 along the light posts starts you with 1 exercise, like a burpee, at the first light pole. Then do 2 at the next, 3 at the third, etc. until you reach 11 light posts / 11 burpees. The sum total of all reps is 66."
Santa's Ladder,"Pick a spot in the distance. Run from your starting point to that spot and do 10 Burpees. Return to start. Turnaround, run back to your spot, now do 9 Burpees. Continue this running and rep routine, downward counting through to completing 6 burpees. Then, as you hit the 5-1 count reps, do Merkins instead of Burpees. After the entire 10-1 set is over, pause. Make it appear you're done. Then announce that you're reversing the order. In this new set, now you start with Merkins as your 10-6 set and finish with Burpees as 5-1. This routine started when a Jacob's Ladder was about to occur, and the Q asked since we were going to 10, which would the PAX prefer – Merkins or Burpees? Santa answered he'd like to split halfway, so the Q obliged. Then the Q announced uneven gains required doing it again in reverse. If executed properly — with the thought it's only a single 10-1 set — it's even more of a real crowd pleaser."
Scout Run,Same basic idea as an apache or Indian run. Pax form a line and set a decent to slow pace. The front man takes off forward in a sprint to a self decided time or landmark and then turns around and sprints back to rejoin the pax at the back of the line.
Spartan,"PAX line up and sprint 100 yrds, do 10 merkins at the finish and walk back to the start all together. Q starts each sprint race with a verbal call. Continue until you have done 30 x100 yrd sprints and 10×30 = 300 Merks. PAX will be nursing home walking for several days."
Stairway to Seven,"Obvious derivative of the Robert Plant…At a stadium, wide stairwell or amphitheater, start with 1 Burpee at bottom, 1 incline push-up on first step, run to top, 1 squat on top step, then run back down. Repeat 7 times up increasing reps of each exercise by 1 each time, so you finish with 7 burpees, 7 incline push-ups, run to top, 7 squats at top. Other exercises ascending from 1-7 can be added or substituted, such as supine pull-ups if you have the apparatus available, like a stadium railing."
Suicide Ladder,A shuttle run with an exercise set after each return to the starting line. After each full shuttle run the exercise count goes up by five reps. Repeat until out of time or until no one can take it anymore.
Suicides,"Done on basketball court or football field. On basketball court, start at end line, sprint to foul line, touch the ground, sprint back to end line touch the ground, sprint to mid court and touch line, sprint back to end line and touch line, sprint to far foul line and touch ground, sprint back to end line and touch the ground, sprint to far end line and touch the ground, sprint back to original end line. Rinse and repeat."
Tennessee Iditarod,"Like the Iditarod race only no snow, huskies, or sleds. Wrap a climbing rope around PAX One’s waist. PAX Two holds the rope, like reigns, behind PAX One. PAX Two gives resistance while PAX One pulls “the sled”. Works best with a AYG sprint and maximum resistant."
The BUT KIS,"The name of Rocky's dog and the exercise is like the Rocky Balboa with toe tapping fast at curbside. You use the curb as a step and alternate stepping as rapid as you are able for one minute, rest one minute, continue one minute. Completed in THREE ROUNDS..(hopefully, without a TKO)."
The Cooper,"1 lap around track. 10 burpees, 10 Squats, then 10 Merkins. Lap around track. Then 9,9, 9 of same. Count down to 1. Gets pretty brutal when you get to around 5."
The Dab,"10 burpees per minute for 5 minutes, run 1/4 mile, rinse and repeat x 4."
The Donatello,To end a workout with suicides on a long set of stairs (I.E. Snake Pit's Big Boy Stairs which has 86 stairs & 7 landings)
The Elwood,Like High Knees or Chopping feet but keep your arms in sync and symmetrical with your feet.  Right hand and right knee are up while the left hand and left knee are Down and vice versa. Pax can settle into a steady driving quarter note 4/4 rhythm on this.  It’s a great way to bring in the 6 while keeping heart rates elevated.
The Hodor,"Inspired by Hodor of Game of Thrones and his only purpose in life to carry a crippled boy. With a cinder block held in front of you, squat until the block touches the ground, stand, rotate the block over your head to a triceps extension, squat, stand, rotate the block back in front. That's 1. Repeat x 30 followed by 1 lap around a 1/4 mile track – with block."
The Sheldon Cooper,Same as the Cooper just add big boy sit ups.
Tour de Humpers,"PAX run around a neighborhood where more than one F3 Member lives (preferably over 3). At every stop sign, a combination of 3 exercises are performed with the following counts 10,20,30 (i.e. 10 Merkins, 20 Carolina Dry-Docks, 30 Squats). When the PAX pass by a house where an F3 Member lives everyone stops in front of their house and performs 25 Monkey Humpers. Works best if they have a Ring Doorbell. Invented by @Aquaman to prevent Fartsacking in an F3 heavy neighborhood in Cherokee."
Triple Check,"Teams of three. First man in a peoples chair, second man in front of him in plank, third man sprints 100 yards and back, rinse and repeat times three."
Triple Nickel,"Find a hill. Start at bottom, run to top and complete 5xcalled exercise, run to bottom and complete 5xcalled exercise, 5 repetitions (5/5/5=Triple Nickel). Can easily be done on flat surface with launch point and target point."
Up downs,Chop your feet or high knees. On Q's signal chest hits the dirt and bounce back up and resume chopping or high knees.
Vertigos,"Run across a field or other stretch of road or earth – but with each step you rotate so that you are always spinning as you move forward (clockwise or counter-clockwise, your choice). If this doesn't make you dizzy, then not much will."
Walls of Jericho,"Its Biblical and it will hurt… OK just as Joshua was instructed to do. WOJ usually is performed around a large building, pick 7 different exercises and complete 7 reps of each and run one lap around the building. Complete for 7 laps. For extra you can always have PAX shout on the last set to give reverence to the story."
Webbicide,"A standard suicide but instead of touching each line the pax does an increasing number of merkins at each line. Run to the first line, do one merkin, run back to start, run to next line, do two merkins, and so on until you get to 10. A running form of the Jack Webb usually done on a large parking lot."
Whamo lunge walks,"One pax throws a frisbee. All pax sprint in that direction until frisbee lands. When it lands, all PAX stop and then lunge-walk until they get to the frisbee. Can be modified with duck walk, crab walk, whatever."
Wilt Chamberlains,Space cones 100 ft apart. Length of basketball court. Line up at first cone do 100 lbc's then run to second cone do 100 squats back to first do 100 flutter kicks(each leg) then end back at second to finish off with 100 lunges(50 each leg). Nice ab and lower body routine. Named for Wilts NBA record 100 pt game.
