Dark Webbs,"A series of Webb routines.  A Jack Webb starts with 1 Merkin and 2 Raise the Roofs, then the Merkins increase one at a time while the Raise the Roofs increase in that 1 to 2 ratio, so that you end with 10 Merkins and 20 Raise the Roofs.  The Dark Webb consists of all the following, done without rest:<br />  Jack Webb – 1 Merkin to 2 Raise the Roofs<br />  House of Paine – 1 Jump Squat with 2 Iron Mikes / Bonnie Blairs / Jump Lunges (one per leg)<br />  Captain Thor – 1 Big Boy with 2 American Hammers (4 count, if you want the PAX to stop complaining)<br />  Happy Jack Webb – A bad marriage between a Happy Jack and a Jack Webb – 1 Burpee with 2 Side Straddle Hops (at this point 4 count is unnecessary)<br />  This one is fairly brutal, so don't plan on getting much out of the PAX after it.  Invented by Preach from Birmingham."
Dirty Hookup,"Performed as 4 count exercise. Pax plank up, facing a wall with eyes on wall. ""1"" Right hand raised to press against the wall, ""2"" Left hand raised to the wall (now in horizontal plank), ""3"" Right hand down to ground, ""4"" Left hand down (back to plank position)"
Dolly,"Ab exercise done laying on back, legs raised about six inches from ground. Keeping legs parallel to ground, separate legs outward then return to start."
Dr. W,"Dr. W is a sufferable 8-count ab exercise that combines Dolly, Rosalita, and the W; often within the 6MOM. Always a #CrowdPleaser. 1 is legs apart like a Low Dolly, 2 is legs together, 3 is raise the legs to Rosalita position (45-60 degrees-ish), 4 is spread ‘em, 5 is The W (hands together and stretching forward between your legs), 6 is the return to your back (legs still up), 7 is legs together, 8 is legs down. 5-8 Dr. W's is a good start to get the pax coordinated with the counting. 10 is a magic # that most build up to 15 is just dumb and torture #FetalPositionMaker Qtip – We always emphasize that the W is on the 5 count. Kinda breaks down the motions and gives a 2nd starting point."
Dragon Walk,Like the Peter Parker except you are moving forward. Resembles a Komodo Dragon walking.
Dying Cockroach,"4-count ab exercise done lying down that involves touching hand to opposite leg, back down, then other hand to opposite leg. Form can vary wildly."
E2K,"On your six. Right ankle over the left knee, bring your left elbow to your right knee. Switch. Aka the oblique crunch if you take the right foot and put that on the ground."
Febreze,"On your six, do 2 Big Boy Situps. Remain upright after last BB and lift feet up 6"". Do 10 Air Presses. Back down for 4 BB followed by 20 Air Presses with legs held 6"". Repeat using increments of 2:10 ratio. (2:10, 4:20, 6:30, 8:40, 10:50, etc…) (Called ""The Febreze"" because PAX named Febreze always increases the difficulty of a workout and he was the one who decided to hold his feet up 6"" during the Air Presses.)"
Flutter kicks,"Ab exercise done laying on your back. Legs off the ground, alternate kicking legs as if you're swimming. Usually done in cadence."
Foxhole,"2 for 1 value exercise! Its a WWI, roll to the side into a Merken. Repeato."
FrankenSteinl,"The Steinl, only the routine is performed while wearing a Ruck sack or vest. Hold plank for 30 secs, then lower to forearm plank for 30 secs. Then 10 merkins IC. Then peter parker, mountain climber, parker peter with one leg. Should be outside elbow, then chest, then opposite elbow. 10 IC. Then 10 merkins IC. Return to plank and repeat. Flap jack with the PP's. Finish with merkins to complete 1 set."
Freddie Mercury,Aka the bicycle sit-up. Alternate extending legs and arms in a bicycling motion during the sit-up.
Gas Pump,Start in the LBC position and straighten your legs to the Dolly position and then back to the LBC position. Sit next to @Mungo in the Lake Murray region when he does these and you'll know where the name comes from.
Good Morning Abby,"Starting position laying on your back, sit upright at the same time bending your legs and planting your feet then stand upright not using hands for support. Lower back down to a sitting position and extend legs while laying back down to complete one round. Originally called prisoner get ups but we like good morning Abby better."
Green Sally Up,"Q plays the song ""Flower"" by Moby (Gone in 60 seconds soundtrack). Start with your chest on the ground, and enjoy it because your chest shouldn't touch the ground again until the song is over. When the song says ""Green Sally Up"" the Pax will be in the 'Merican up position, and ""Green Sally Down"" the Pax will be in the 'Merican down position. Pax will hold the down position until the next rep. It's only 31 little reps in 3:30. Scale this workout to your fitness level: If you are fatigued, modify the 'mericans by either doing chest to ground at the bottom, or take no shame and use your knees. Here's a tip to complete it, position hands between shoulders and chest and close to the body, much less stress on the shoulders. This can be modified to about any move; squats, curls, planks or even pull-ups if you are absolutely insane. http://www.youtube.com/watch?v=6A2V9Bu80J4"
Growing Pains,"An abs routine that consists of three exercises done with iterations of 30 in cadence or on the Q's count, each getting more ""mature."" Start off with 30 LBCs (preferably 4-count, in cadence), immediately move into 30 Big Boys, then immediately into the Superman position while the Q counts off 30 seconds (can be done in a 4 count with the PAX). Developed for Marvel's 30th Birthday Q."
Guantanamo,Pax in a circle on their backs heels up. First pax jumps up and pushes the feet down around the circle fighting to keep legs off the ground. Followed by next pax in line then hit the ground legs up when back to your start position until last man finishes the circle.
Gut Busters,Everyone starts in and holds a plank during the Ghostbusters song. Every time they say “Ghost Busters” you complete a burpee. In the “I ain’t afraid of no ghosts” sections do plank jacks in rhythm. Bustin’ makes everyone feel good!!!!
Hands of Time,"Close COP with PAX on their 6's, heads in the center with legs out. (as though forming a clock). Q starts the PAX, legs up at 90 degrees, hands under your rear. One PAX at a time in a wave like motion- Each PAX counts off aloud as they drop and hold 1,2,3, etc around the circle until finished (suggested 60,120,180,240). Drop straightened legs to 10 degrees and hold until a full revolution has been made (as the second hands would move around a clock) then return to 90 degrees and repeat until smoked! Alternate version… MICKEY'S Hands of Time, similar to above but with a partner standing over the PAX on the ground and ""Throwing down"" their legs to the left or right instead or straight forward. Do not let the legs touch the ground during the exercise!"
Hanging Toe Touch,Hanging from monkey bars facing crossways of bars. Normally hanging from a bar in each hand. Swing feet up to touch opposite side of monkey bars.
Hatching Butterfly,"From the seated position place the bottom of your feet together as you would do if performing the butterfly stretch. Raise hands directly over your head, lay back as if performing a WWII sit-up and return to the starting position with hands over your head."
Heavy Freddies,Freddy Mercuries holding a rock/block 6 inches from the ground.
Heels to Heaven,"A traditional Mary exercise performed on the back.  Begin with heels up at 90 degrees.  Count cadence lowering the heels down to 6 inches, then thrust them back up to 90 degrees bringing your 6 off the pavement, thus shooting your heels to heaven."
Hernia,"The Hernia is a V-Up using a Coupon. Lying flat on your back, stretching arms above your head flat on the ground with coupon. Do a standard V-Up and bring coupon to toes in one motion. Careful to not hit shins. This works the full lower Abs, Lats, and triceps. Named after a Pax mentioned that it was going to cause a hernia!"
Homer to Marge to Mr. Burns (also submitted as Homer-to-Marge Merry Relay),"As with much nomenclature in the Lake Norman area just north of Charlotte, we have a nuclear theme for this exercise. The Simpsons also lived within a 10 mile radius of a nuclear power plant where the potassium iodide pills only prolong the inevitible in the case of a meltdown. Homer is laying on your back and holding your feet 6 inches off the ground with your hands under your posterior. We raise our straight legs to vertical, which we call Marge (picture her hairdo) and then lower them on a 4 count to Homer. For an added twist (pun intended), from Marge, with your hands out to the side, lower your legs to the left and turn your head to the right for Mr. Burns (why? because it burns and he worked at the Springfield nuclear plant). Repeat on the other side. This can be done in cadence, slowly, quickly…mix it up!"
Hot Potato,"Pair up. Face each other. On your bums and lock ankles. Starting man grabs a paver or sandbag, tosses it over the head of his partner, then stays at 45 degrees. Partner catches the weight, falling to his back, touches the ground over his head with the weight , then performs a sit-up motion, tossing the weight back. Starting man performs the sit-up. Hit potato – get rid of that weight! / Perform for 90 seconds or as long as the Q has gas."
Hundreds,Excercise position…on your 6. legs straight and at a 45 deg angle off the ground. head and shoulders off ground. arms straight and down by your side with palms facing ground. do quick 6 inch pulses with arms/hands until you reach 100.
Hurricane Hoedown,"Flutter kick circuit performed in cadence: 7 IC Seated Flutter Kicks with hands raised in Hallelujahs. Move immediately to hands behind you. 7 IC slightly reclined flutterkicks. Move immediately to 7 IC normal flutter kicks. Move immediately to 7 IC LBC Flutter kicks. Rinse and repeat as needed. The real crowd pleaser is to work your way down the cadence ladder 7,6,5…"
Inch-Worm N'Diayes,"Proceed with a standard inch-worm but when you get completely stretch out in plank, perform a Makhtar N'Diayes before completing the remainder of the inch-worm. It adds a little extra burn to the core and few extra grunts from the pax!"
Indian Crab Walk,"While lined up on your six, the guy in the back crabwalks to the front, then next guy, etc. Guys on 6 are doing LBCs while waiting."
J-Los,"There are two separate defitions. Definition 1: Preparatory position of all 4's (hands & knees), start position is to draw one knee into your chest. Exercise is done to slowish pace 4-count and then repeated for the other leg. First, extend leg straight out to the rear, parallel to spine; second, swing leg out as wide as possible; third, bring leg back to straight behind, parallel with spine; fourth, bring knee back to chest. Enough of these will have abs & glutes feeling the burn. Variation for the bold: do from side plank position. Definition two: From low-plank position, touch right hip to ground, then back to center. Touch left hip to ground, back to center. Down in four-count cadence."
Jack Moses,"The Jack Moses is a cousin to both the Jack Webb and Iron Hulk. Pax circle up for a plank jack and then stand to lock hands (please don't hold hands) for air presses in 1:4 ratio. (May be used to point to leadership lessons from account of Moses' arms becoming tired and those who came along side to hold them up). Or use at next 2nd F. Look smooth as you belly up and order a ""Jack Moses please. Shaken not stirred."""
James Bonds,On your 6 in seated row position (leaning back with legs about 10 inches off the ground) hold your hands in front of you like your holding a gun. Hold for 10 count and then slowly point your finger gun to the right for 10 count. Swing finger gun all the way to the left for 10 count and then back to the middle for hold as long as you want.
Jim Braddock,"Ever see the movie Cinderella Man? This one is named after the heavy weight champion during the Great Depression in the 1930's who eventually went on to fight in WWII. You start with a WWII sit up, and up top throw a RH hook and a RH uppercut then go back down. Come back up and do the same with the left side. Rinse & repeat to the Q's desire."
LBCs,"The ""Little Baby Crunch."" Aka a crunch/sit-up."
LBFCs,"Aka Little Baby Flutter Crunch. On your 6, feet do flutter kick while upper body does crunch. Ignore number of times your legs move, only count crunches."
Little Mermaid,"Lay on one side, one arm goes on the back of your head and the other on the ground.  Keep your legs together since we are mermaids and do a sideways sit-up where your elbow gets to your knees."
Louganis,"With a coupon, hold the coupon overhead at full arm extension and do a big boy sit-up, keeping the coupon overhead during the entire motion. Don't drop the coupon on your face!"
Lounge Act,"Lying on your side, with top leg bent, knee-high and facing up, and foot on ground, lift lower leg.  Switch sides to lift other leg, too. Recommended Reps: 20 each side (XX, of course)"
Luge,"From flat on your back, raise both your head and upper back and feet off the ground. From here, bring your knees and chest together, then return to the starting position."
Marionettes,Starting on your six laying flat. Big Boy Sit Up and touch the ground to the left of your legs then return to starting position laying flat. Big Boy Sit Up and touch the ground between your legs then return to starting position laying flat. Big Boy Sit Up and touch the ground to the right of your legs then return to starting position laying flat. This is a 3 count exercise best done OYO so you can embrace the mumble chatter.
Merkin Jax,"Much like Captain Thor, this routine follows a 1:4 ratio. Exercises are Merkins and plank Jacks. Routine: 1 Merkin. 4 plank Jacks. 2 Merkins. 8 plank jacks. Up to 5/20 and back down the mountain."
Monkey Crunches,"Get in sit up position, as you start to come up you touch your ankles and then go back down. Similar to a crunch but you come up farther. The farther you put your heels from your butt the harder it becomes."
Never Cross Dolly,"Ab excersise , On your 6 just like your going to do Dolly's but your upper body is in the iron cross position the whole time doing Dolly's. Only your 6 is touching the ground."
Ninnie Knockers,"Sitting on picnic table, leaning back on elbows, toes pointed to the floor so that entire body is a straight line. The ""1"" count is bring knees as close to your chest as you can, ""2"" is to extend with your toes pointing straight to the floor, ""3 and 4"" is repeat. In 4-count cadence."
Not-So Lazy Boys,"On your six sitting upright with your legs straight out in front of you. Cross your arms and grab your sides, leaning back in your ""Lazy Boy"" as far as you can without your feet coming off the ground. Hold and engage your core for 10-15 seconds and rotate to your right, dropping your right elbow towards the ground (not letting it touch the ground), back to the middle (hold for 10-15 seconds, core still engaged) and then rotate over to your left, dropping your left elbow towards the ground (not letting it touch the ground). Do this for as long as you'd like..on the Q's lead and count!"
Outlaw,"Sitting in the position for flutter kicks, keep your feet together and make a big ""O"" with them. 10 reps to the right and 10 reps to the left or as many reps as the Q deems necessary."
Pansey,"Conduct pull up. While up, lift the legs to the 90 degree position or beyond. lower legs to perpendicular to the ground. Lower body to the down position. Repeat."
Peeping Lipstick,"A combination of a Turkish Getup and Star Jump.  PAX performs the Turkish Getup and then immediately performs 1 Star Jump.  The transition between TG and SJ should be done fluidly.   This exercise name comes from the combination of 2 PAX names, ""Peeping Tom"" (who loves Turkish Getups) and ""Lipstick"" (who loves Star Jumps), who were once working out together as Co-Qs and decided to combine the two movements.  The name Turkish Getup Star Jumps is just way too long to say."
Peter Parker (and Parker Peter),"In plank position move left knee toward left elbow with foot flared out.. then flapjack. You should look like Spider-Man climbing a wall. For Parker-Peter, simply pull left knee across your body to the right elbow. For an added twist Peter-Parkers can be combined with Merkins, so that when you go down you bring your leg in, and then straighten the leg as you return to plank."
Peter Parker Peter,"Done just like a Peter-Parker or Parker-Peter, but you do both on one leg before switching to other leg. On count 1, Right Leg goes up into Peter-Parker, 2 it comes back, then same leg goes into Parker-Peter on 3, then back on the count, then do the same with left leg."
Pickle Pointer,"Take the already-disturbing Pickle Pounder and turn it on it's…er, rear. Begin on your six, then alternate hip thrusts up and down in cadence. Be sure to hold those glutes and abs tights as you point that pickle to the stars! As with the Pounder, the Pointer is best performed in front of store windows or in quiet neighborhoods."
Pinocchio,"Pax circle up, get on their 6 with heads facing toward the circle, shoulder to shoulder. Q passes out two 40lbs sandbags on opposite sides of circle and instructs the Pax starts passing the bags…Pax reacts gleefully saying, “Is that it?”…then Q institutes a Low Slow Flutter AMRAP, then Freddy Mercury…Pax call Q a liar, just like Pinocchio."
Plank Dips,"Steamer's M introduced him to plank dips and he brought them to PowderKeg. It can be done from regular plank or elbow plank position. From plank rotate your hips down to the ground on each side. 1 left, 2 regular, 3 right, regular for cadence count."
Plank Fonda,"Side plank, arm extended (on elbow to modify), lift upper leg in Jane Fonda motion, switch sides and repeat. Done in candence… with enthusiasm…"
Pretzel Crunch,"Start on your six with legs bent, heels on the ground. Lift your left leg and put your left foot on your right knee. Put your left arm out straight and your right arm bent behind your head. In cadence, bring right elbow to left knee, then back down. Flapjack and repeato."
Pretzel Stick,"Similar to the pretzel crunch, but more painful. This time start on your six with legs straight out and cross one foot onto the opposite knee. Upper body same as pretzel crunch. When you lift for the crunch move, raise both upper and lower body so that you are again trying to bring one elbow to the opposite knee. Flapjack and repeato. This one hurts!"
Protractor,"While on six, Q calls out various angles to hold legs at, such as 10, 30, 45, 90 degrees. Regular way is to hold legs together but Q may call split or 3 dimensional where legs are held at the angle called but apart."
Proud Mary,"Performed to ""Proud Mary"" by Creedence Clearwater Revival. Perform Big Boy Situps until “Rolling”, switch to Gas Pumps for each ""Rolling"", then to Flutter kick after ""Rolling"", then back to Gas Pumps during ""Rolling"", then back to Big Boy Situps. Repeat til song ends."
Reverse Crunch,Same position as LBC. Head and back stay on the ground. Bring knees to chest to work lower abs.
Rosalita,"Ab exercise done laying on back, legs raised to 90 degrees. Keeping legs perpendicular to ground, separate legs outward then return to start."
Rosalita Wip,"Ab exercise from Rosalita position. Legs together at 90°. Cadence count. Out for 1, together for 2, legs down to 6 inches for 3, back to 90° for count. Burns more when done slow."
Russian Twist,"While on six in partial sit up position with heals just off the ground, twist at the waist so that both hands held together almost touch the ground beside your waist, alternating in cadence from side to side. Often times done with bricks in hand."
Scissor Lifts,"Start in a high plank hold, then transition to a low plank. Cross your arms in front of you, then do a Merkin from your fore arms. Once fully extended your arms look like the beams of a Scissor Lift when it is fully extended."
Six Minutes Of Mary aka 6MOM,An abdominal #Routine of no specific composition as long as it promotes #TBQ. Inspired by psycho-killer with the 7-minute ab workout in Something About Mary.
"Sketch, The",Start face down raised up on hands and feet with knees bent. Pick up opposite hand and foot and pass foot under your body and through until you can touch your  butt to the ground then back to where you started.  That’s “one”.  Repeat on other side.
Snowflake Plank,"A variation of the high plank.  Start in high plank with back straight, but bend knees to 90 degree angle, keeping them as close to the ground as possible without touching the ground.  Hold for as long as  Q deems necessary.  Great for obliques.  Named Snowflake, because they’re “special”, and for an M named Snowflake that suggested them."
Spiderman Merkin,"Starting position in high plank, bring right knee to right elbow and hold. Perform Q's desired number of merkins either IC or OYO. Switch to left side and bring left knee to left elbow and hold. Perform Q's desired number of merkins either IC or OYO."
Starfish Crunch,"The PAX lay spread eagle on their backs, feet just above ground. On count of 1, the PAX crunch at the core bringing the left leg and right arm together, On 2, return to start. On 3, crunch bringing the right leg and left arm together, on 4, return to start. Rinse and repeat many, many times."
Steel Blades,"The evil twin of Blades of Steel – Laying flat on your back, push your upper body up using your elbows. If you are super BA, you push you six off the ground so you are in a reverse plank on your heels and elbows."
Steinl,"Hold plank for 30 secs, then lower to forearm plank for 30 secs. Then 10 merkins IC. Then peter parker, mountain climber, parker peter with one leg. Should be outside elbow, then chest, then opposite elbow. 10 IC. Then 10 merkins IC. Return to plank and repeat. Flap jack with the PP's. Finish with merkins to complete 1 set."
Super 21,"Super 21: Do 1 merkin followed by 1 situp; 2 merkins / 2 situps; 3 merkins / 3 situps, etc., etc. ……. up to 21 merkins/ 21 situps (total of 231 merkins and 231 situps). Insert other exercises in between to allow for recovery (i.e. – Super 21 #1 – #10, Monkey Humpers x 21, Super 21 #11-#13, Mountain Climbers x 21, Super 21 #14-#15, etc.)."
Superman,"Lie prone on the ground with arms, legs, and head held up as high as possible. Hold position to tolerance."
Superman Yellow Sun (and Red Sun),"While in Superman position, perform sun gods. Yellow sun going forward, red sun going reverse. Usually done in cadence. Best when ground is wet or frozen to ellicit maximum mumble chatter."
Supines,A sit-up executed from flat on your back until touching your toes.
Surftanamo,Same as Guantanamo but in a straight line along the surf incorporating the ocean.
Sweat Angels,"On your six do a double dolly (arms and legs at 6"" off the ground) like your making a snow angel."
Swerkins,"Pushup with feet in in a playground swing. As you complete the pushup, bring your knees into your chest and back out."
T-Bomb,"Start in a crab position, feet together under your 6, hands and feet on the ground. IC feet go: 1) Legs straight, feet together 2) Legs straight and spread 3) Feet back together and legs straight 4) Feet together and back under your 6 That is one rep. Don't let your 6 touch the ground!"
Theresa,The runner's version of Mary. Primarily consists of stretching exercises led by the QIC for optimal recovery and injury prevention following some street pounding.
Turk n Burp,"A Combination Move of a Turkish Get Up and a Burpee: Complete a Turkish Get Up, flipping forward into the squat thrust of the Burpee, push up, complete Burpee with a jump, and come back down to the ground to start your next rep with the Turkish Get Up. I mean, you've really just gotta see it and get your own rhythm. Be the ball…"
Turkish Get Up,"Laying on your back, use only one arm and your legs to ""get up."""
V-Up Roll Up,"Most common from P90x ab ripper. Start laying flat arms above head, do a full sit-up and touch your toes. As you are returning, when mid back hits the ground, begin to raise the legs to 45° and hold the legs in position and crunch up and touch the toes. 4 count in cadence."
Van Goghda,"Think lying down Abe Vigoda. On your 6, leg spread. Sit up while reaching as high as possible with one hand. Once the peak is reached, lower hand reaching forward and crossing over to touch opposite foot, reverso motion back down. Flip-flop and repeato other side. Harder variation: cross legs."
War Hammer,"This exercise is a combination of a World War II sit-up by adding four American Hammer reps at the top of the sit up. Similar to Captain Thor, but this does not include an ascending count."
Weezy Jefferson,"Ab exercise performed laying on back, hands under bum, legs raised to 90 degrees. In cadence, lower legs quickly towards the ground, stop legs 6 inches above ground without touching ground, and move 'em back up to 90 degrees (like you're movin' on up like George & Weezy). Could be used in place of foot-push-down during a Guantanamo by pushing 90 degree legs from head-side. (Thanks Döner Kebab in Richmond.)"
Wilt Chamberlains,Space cones 100 ft apart. Length of basketball court. Line up at first cone do 100 lbc's then run to second cone do 100 squats back to first do 100 flutter kicks(each leg) then end back at second to finish off with 100 lunges(50 each leg). Nice ab and lower body routine. Named for Wilts NBA record 100 pt game.
Windshield Wipers,"On your six with legs together at 90 degree angle. This is a 10-count exercise. First, move both legs together to the left, till they are 6 inches from the ground. Then go to the right till they are six inches from the ground all the way to the right. Then go back to the middle to end the 10-count. Repeat."
Wing Nut,"Sitting on picnic table, feet under bench, leaned back to approx. 15 degrees with back and neck straight, fists touching in front of chest so that elbows point parallel with shoulders, rotate waist so that each elbow touches the table top. Complete in 4-count cadence."
Wooly Worm aka Inch Worm.,Place feet on swing seat while in a plank position. Bring knees to chest pulling swing with feet for a suspended reverse crunch (inch worm movement). Introduced at SVU day of Wooly Worm Festival.
World War I sit-up,"Starting on your six with arms fully extended above your head and legs straight, raise your upper body keeping your arms straight above your head until you are upright then bring your arms as far forward trying to touch your toes. Then return to starting position flat on ground. (Thanks Carrier in CLT Metro.)"
World War I snow angel,"(Only to be called in the snow) Same motion as a WW1 sit-up but when you are in the extended position on your back, perform motions to create a snow angel on counts 3 and 4."
World War II sit-up,"Starting position — on your back with knees bent, both arms extended above your head on the ground. This is a four count exercise. For count one, PaX will move arms to bent knees while sitting up. For count two,, PAX will return to the starting position with arms extended over the head on the ground. Counts 3 and 4 will repeat the Counts 1 and 2. That is one rep. (Thanks Disney in CLT Metro.)"
X-Cross Sit-up,"Done in (slow) cadence … Starting position: Lie on your back, legs & arms extended out in an ""X"" position … on the 1-count, simultaneously lift your left leg and right arm together to meet above your core, trying to keep both straight as possible as you touch your right arm to your left leg and then returning to the starting ""X"" position … on 2-count, flap-jack with your right leg and left arm, again trying to keep both straight as possible as you touch your left arm to your right leg above your core and before returning to the starting ""X"" position … on 3-count, execute a knee-up, lifting your shoulders and legs off the ground and touching your toes as you bring your knees up with just your six touching the ground … on 4-count, extend arms and legs and return back to the starting ""X"" position. That is one rep."
X-Factor,"Lay on your 6 with your arms and legs spread out to resemble a X. Start the move with a V up with right arm touching left shin, down then V up again with left arm touching right shin. The opposite arm and leg stay down. That's one rep. Bonus: raise arms and legs 6"" off the ground and start the move from there, keeping down arm and leg at 6"" while performing the V up."
Xs and Os,"Starting position — On your back with legs and arms extended in an X position (all six inches off the ground). When QIC calls out ""O"" the Pax will move into a seated V position with arms and legs tucked into the body. Hold the position until the QIC calls ""X"". PAX resume the X position with legs and arms 6 inches from the ground. Repeat as QIC calls the varying X and O position until halt."
XYs,4 count hybrid of Rosalita- Flutter Kick. Start with legs at 45 degree angle. Count 1 and 2 are the Rosalita with Counts 3 and 4 going directly into the flutter kick.
Zombie Crunch,LBC with both legs bent/laid to one side (like a dead zombie). Then repeat for other side.
