Billy Madison,"Inspired by Billy Madison's journey through back through school, this routine involves a running loop and exercise per grade.  For best effects, perform routine on school grounds. Begin with a loop (ideally single-file line leader style) to simulate the grade, followed by an exercise with 12 reps as the exam.  This concludes 1st grade.  Run the loop again, followed by the 1st grade exercise x 12 reps plus a new exercise x 12 reps.  This concludes 2nd grade. Continue with the loop and adding an exercise each time until you've completed one loop and exercise combo for each of the 12 grades.  Great for mumble chatter and telling of high school victories.  Celebrate graduation with snack packs for all!"
Black Jack,"Start on the sideline of a football field. Perform 1 Merkin – run to other sideline – perform 20 LBCs. Run back and do 2 Merkins. Run back for 19 LBCs. Repeat until you do 20 Merkins and 1 LBC, running between the sidelines. Always adds up to 21 – BLACK JACK!"
Blimps,"5 burpees, 10 lunge each leg, 15 imperial walker, 20 merkins, 25 plank jacks, 30 squats. Rinse and repeat as needed. Can be done to cross a field or lot."
Block Burners,Best done with 12×12 Deck Blocks. Push deck block across a parking lot for about 40 yards. Do 11 Big boys with block. Push block back to start and do 1 Incline Merkin on the block. Repeat but drop 1 big boy each trip and add 1 merkin until you hit 13.
Blocktanamo,"PAX, in a circle, hold standard 8x8x16 concrete blocks straight out in front of them while one PAX sets down his block to run inside the circle pressing down on the others blocks. The next PAX sets his block down as soon as the guy next to him is on the move. Ends when the final PAX completes his lap. Works both clockwise and counterclockwise. A modified version of a PAX favorite, Guantanamo."
Blue Falcon,Pax is divided into two teams teams and have 30 sec to come up with a plan then each team has 3 min ( how ever log Q decided) to do their own workout at the end of the workout you trade workouts and the other team has 3 min to complete the other teams workout. This can be done single or multiple rounds at the end of each round loser has a punishment (20 burpees) or something like that if both teams complete the excersies it can be a tie. Or since this is America first one to complete others workout plan wins.
Bojangles Biscuit,"On a typical 400 meter track, sprint straights and mosey corners, each lap can add 10 blueberries (burpees) if want a blueberry biscuit"
BOPO,"Burpee, One-Legged Burpee, Plank Jack, One-Legged Burpee (other leg) – call this OYO for 10 reps."
Bottom Feeders,"Any set of exercises where the pax travel back and forth and the traveling portion is limited to bear crawls, crab walks or other height-restricted method. (The exercises on either end do not need to be ground-based) – Examples: 7s 11s, 21s, suicides, pyramids, etc…"
Brick by Brick Shuttlerun (BBBS),"BBBS – Brick by Brick Shuttle Run (Burpee Big Boy Sit-ups) PAX number off 1s&2s and form two lines 10 yards apart (3 parking spaces at today’s AO). First PAX from Group 1 does the shuttle run by picking up a brick at the other groups line, returns brick to his line, then retrieves the second brick, then returns brick to his starting spot. Remaining PAX are meanwhile in plank position or crab hold awaiting their turn and rotate between the two positions. After PAX completes the shuttle run, he proceeds to perform: R1: 15 Burpees, then falls in line in either plank or crab hold R2: 15 BBs, falls in line R3: 10 Burpees, fall in line R4: 10 BBs, fall in line R5: 5 Burpees, fall in line R6: 5 BBs, fall in line"
Bridge of Hate,"The bridge of hate is the exact opposite of the tunnel of love. The pax form a line by laying on there back shoulder to shoulder. One pax will then be lifted and passed down the line of the pax that are laying on the ground. When the pax that was being passed down the line gets to the front he lays next to the last man and the man at the rear of the line then gets passed down, so forth and so on. Just like an inverted tunnel of love. Exercise can be done for distance or turns. Q's choice."
Bridge over the Nest,"Both partners start at the base of a bridge or hill. Partner 1 starts bear crawling over the bridge while Partner 2 completes 10 squats, 10 merkins, and 10 LBCs. Partner 2 then runs to the opposite side of the bridge and then runs back to the bear crawling Partner 1. Partner 2 picks up with the bear crawl while Partner 1 runs to the start to complete the exercises, runs across to the other side, and runs back to Partner 2. Repeato back and forth across the bridge until time runs out or the PAX start a mutiny against the Q for excessive cardio. Swap bear crawls for lunges, crab walks, inch worms, etc. after each round as desired."
Bruce Lee,"An super set consisting of 6 ab exercises: 1. Hammer, 2. Leg raises, 3. LBC's, 4. Heel Touches, 5. Crunchy Frog, 6. 100's. 20 reps, 3 sets. 30 seconds rest between each set. work up to 90 reps, 7 sets: Bruce Lee's work out."
Bucket Brigade,"Works best with 4 – 8 men. Line up at top of stairs (or large hill). One man on each stair shoulder-to-shoulder. Man on highest stair passes heavy object (i.e. 60lb sandbag, cinderblock, etc) down to next man, who passes it along the line. Once you hand off object, run down stairs to end of the line to receive object again. Once at bottom of stairs, repeat going back up."
Burp Back Mountain,"A punishing full body exercise begins by locating a nice-sized hill. The exercise is then performed by pairing up with one person proceeding to run backward up the hill/forward down the hill 5X while the other person is performing burpees. The individuals continue to alternate running with burpees until 100 total burpees are completed. When finished, pax continue to run hills until entire pax completes."
Burpee Dans,"This exercise is OYO. Line up across field/parking lot. Perform 1 Burpee : 4 lunges forward until you reach other side of parking lot. Turn around, perform 2 burpees : 4 lunges back to starting position. Rinse and repeat as necessary increasing burpees by 1. Pick up the six or plank until all PAX finish."
Burpee Mile,"48 burpees, 1 mile run. Done as 12 burpees, run 1/4 mile x 4."
Catch Me If You Can,"Two partners. Partner 1 performs 5 Burpees (or 10 Diamond Merkins or X Number of Whatever the Q says), and then sprints to catch the Partner 2, who has been running backwards. Repeato until Q says stop or track lap is complete."
Catch Us If You Can,"Three partners. Partner A partner carries Partner B. Partner C performs 5 Burpees (or 10 Diamond Merkins or X Number of Whatever the Q says), and then sprints to catch the pair. Partner C then partner carries Partner A. Partner B performs the called number of the called exercise and then sprints to catch the pair. Partner B then partner carries Partner C. Partner A performs the called number of the called exercise and then sprints to catch the pair. Repeato."
Caterpillar,"PAX forms 2 lines face-to-face, down in plank position. Allow 2-3 feet between PAX. Last man box-jumps over the planking PAX to the head of the line, Indian Run style. Continue cycling through over a Q-prescribed distance or until toasted."
Charles Bronson,"Start with 3 shovel flags, cones or other distance markers with first two 100 yards apart in a line, the last another 10 yards past. At starting point, perform 50 SSH's, sprint to 2nd point, then army crawl to 3rd point. Mosey back to start, 50 Merkins then rinse/repeat. 50 burpees, rinse/repeat. 50 LBC's, rinse/repeat. Finish with 50 Jump Squats rinse/repeat. Coupons optional. NOTE: a white board at start with excersizes listed is invaluable."
Cheerleader Merkin,"Needed: odd count of pax (example below is with 5 pax) and a raised surface (bench, bleacher, etc)<br /> 3 pax in plank side by side<br /> 2 pax on top (with feet on bench and hands on back of 2 pax below) to form pyramid <br /> 10 abyss merkins for pax on top and everyone rotates clockwise until rotation is complete"
Chilly Broad jumps,Each Pax member will be in the Chillcut position about 4-5 feet apart. The person on the end will Broad Jump over each person until he gets to the end. Then he will Chilcut and the next guy broad jumps etc. etc. This will continue for 25-50 yards depending on the Q.
Cindy,"AMRAP in 20 minutes: 5 pullups, 10 merkins, & 15 squats.""Borrowed"" from a popular fitness craze, Cindy is a great total body beatdown and a great benchmark to gauge your progress over time. Plus, if you complete 20 rounds during the 20 minutes, add a mile run to the front and back end of the workout, and you've just completed The Murph."
Cindy Crawford,"Like Cindy (AMRAP 5 pull-ups, 10 merkins, and 15 squats) Plus 20 LBCs and 25 toe raises to get the full body bikini ready.  Complete 20 rounds in 30 minutes and you’re ready for the two piece!"
Climate Change,While in a circle the Pax holds the 'Al Gore' pose. The Pax then proceeds to do a time bomb (just like the Merican Time Bomb). A five burpee time bomb is a great way to end the mumble chatter. Continue the countdown until the Q is smoked or everyone quits. The burpee can be switched to jump lunges or burpees depending on the mood of the Q.
CLIMB,"C = Crab cake…L = Lunge…I = Iron Cross…M = Mountain Climber…B = Burpee. Number each exercise and ladder up through each rotation: round 1= 1C,2L,3I,4M and 5B then 2,4,6,8,10 then 3,6,9,12,15 until exhaustion sets in."
Clowney,"Named after the Univ. of South Carolina football DE standout, this exercise involves 7 sets (per Clowneys's college jersey number 7). The exercises are 4 jumping lunges IC followed by 4 merkins IC. Rinse and repeat this set of exercises 7 times."
Coach,"The Coach – Partner up into groups of 3. Partner 1 performs a pull up and holds in the up position while partner 2 takes on the role of the Coach. It's the Coach's responsibility to encourage P1 to give his best effort, to push through the pain, to do whatever it takes to stay in the up position while P3 sprints around the pickle (parking lot) one time. Upon P3's arrival P1 comes down from the pull up and gives P2 a high five for being a great coach. P1 will now sprint the pickle while P2, goes up on the bar. P3 is now the coach. This cycle continues until everyone has had a turn at all three positions. Repeat until all pax have lost their voices, arms have fallen off, or the Q is ready to move on."
Conveyor Belt,"Columns of 5-6 PAX deep, standing at ""stations"" positioned 2 parking spaces apart, perform appointed exercise (5 monkey humpers or 3 merks, for example), BearCrawl forward to next station, guy at front runs to back of column. Reverse Conveyor Belt is the same idea but going in the reverse direction by CrawlBearing between stations. This works really nicely with kettlebells: leave your kettlebell at the station where you start."
Cupid Shuffle,Q plays Cupid Shuffle (3:52 minute song): Do as they command from Plank Position Right=right; Left=left; kick=kick; Down=merkin EXTRA: Mountain Climbers when not doing movement
Cut A Flip,"Alternating between 5 Merkins and 5 Big Boy Sit-ups, flipping between the 2 exercises over and over, no rest. Can be performed until a specific number is reached, ex. 100 Merkins and 100 Big Boys; or can be used in an AMRAP scenario that is timed such as 1 Minute or waiting for partner to complete a movement."
Daft Punk,"Lunge exercise performed in cadence with a cadence count that you cycle through three times (12 count move). Also sometimes know as the ""around the world lunge"" hence the F3 Moniker after Daft Punk's classic ""Around the World."" Right leg lunge forward (step back to center after each) / Right leg lunge sideways / Right leg lunge back / Left leg lunge back / Left leg lunge sideways / Left leg lunge forward. This completes one full Daft Punk."
Dancing Bear Pyramid,PAX perform 1 Merkin and then recover to perform 1 Dancing Bear (Andean Bear from Nashville Zoo on news…basically a jump squat and OHP). R&R going up until 10 & 10. Then back down the other side of the pyramid back to 1 each. Great way to get in 101 Merkins and OHP Jump Squats in ~6 minutes as invented at F3Nolensville
Dark Webbs,"A series of Webb routines.  A Jack Webb starts with 1 Merkin and 2 Raise the Roofs, then the Merkins increase one at a time while the Raise the Roofs increase in that 1 to 2 ratio, so that you end with 10 Merkins and 20 Raise the Roofs.  The Dark Webb consists of all the following, done without rest:<br />  Jack Webb – 1 Merkin to 2 Raise the Roofs<br />  House of Paine – 1 Jump Squat with 2 Iron Mikes / Bonnie Blairs / Jump Lunges (one per leg)<br />  Captain Thor – 1 Big Boy with 2 American Hammers (4 count, if you want the PAX to stop complaining)<br />  Happy Jack Webb – A bad marriage between a Happy Jack and a Jack Webb – 1 Burpee with 2 Side Straddle Hops (at this point 4 count is unnecessary)<br />  This one is fairly brutal, so don't plan on getting much out of the PAX after it.  Invented by Preach from Birmingham."
Death Star,Set 10 cones out in shape of star. Run to each cone and perform 30 merkins at each. Adds up to total of 300. Good times.
Deck of Death,A routine done with a deck of playing cards where each suit is an exercise and each card dictates the number of reps you do of that exercise all the way up to an Ace being 14 reps. Exercise complete when all 52 cards have been flipped.
Deconstructed Burpees,"The perfect exercise, broken down into pieces. Squats, then leg thrusts, then Merkins, then leg thrusts, then up. For example, do 10 squats, 10 leg thrusts, 10 Merkins, 10 leg thrusts, then up. Decrease reps by 1 each time until you get to 1 each."
Deep Sea Diver,"Hip Slapper variation. Best used on steps. 1. Start with feet on 1st step. Perform x amount of Hip Slappers. 2. Move feet up 1 step. Perform x amount of Hip Slappers. Continue with this pattern, reaching desired pinnacle. (5 or more steps = F3). 3. Then move feet down 1 step. Perform x amount of Hip Slappers. Repeat pattern until reaching 1st step. Looks like a deep sea diver swimming down down down."
Del Brown,Named after saltwater fly fisherman who developed spectacular Merkin Crab fly. 10 Merkins then 25 yard Crab Walk then 10 Diamond Merkins then 25 yard Crab Walk then 10 Merkins. Repeato.
Diego,"Diego  (Dora the explorer's cousin) – Similar to Dora 1, 2, 3 but just tougher… Same partner situation but the exercises are as follows: 100 – 'Merkins 150 – Overhead press w/ block 200 – LBC 250 – Block Curls 300 – Squats w/ Block"
DirtyMacDeuce,"4 sets of 3 exercises done to 12 4-count reps. Each set has one chest exercise, one leg exercise and one core exercise. After each set of three exercises, you run a lap of a track or whatever else is handy (parking lot, etc.)"
DMC,"Best on a football field but can be done with any designated points or posts. From the goal line Duck walk to the 10 yard line, 5 merkins, reverse bearcrawl back to goal line. Repeat to the 20, 30, 40 and 50 yardlines increasing # of merkins by 5. Duckwalk-Merkin-Reverse Bearcrawl."
Doc Ock's Octogon of Pain,"Routine – The PAX partner up & start at different stations. Area is setup with cones in an Octagon – 8 Stations – one for each of the Doc Ock's 2.0s – Each stations exercise begins with the respective 2.0's first letter of their name. PAX will perform 8 of each exercise, bear crawling from cone to cone after each exercise, after each completion around the Octagon the PAX jog to the middle, to pay respect to my better half and perform Motivator from 4.Station 1 – 2.0 – Decline Merkins; Station 2 – 2.1 – Jump Squats; Station 3 – 2.2 – Burpee; Station 4 – 2.3 – American Hammers; Station 5 – 2.4 – Outlaws; Station 6 – 2.5 – Lt. Dans; Station 7 – 2.6 – The Lion King; Station 8 – 2.7 – Jumping Spiders.Rinse and repeat adding 8 to each exercise each trip around the Octagon of Pain 8, 16, 24, 32… (Motivators continue from 4 each trip to the middle)."
Dominoes,"Preferably performed in a parking lot with a row of curbs (can also be done on ground). Line up 1 or 2 PAX per curb down the parking lot, entire PAX side planks on curb with left hand high, starting at one end, first PAX rotates to regular plank position for set number of Merkins, first PAX then holds regular plank and next PAX rotates down for Merkins, and so on down the line. Once the entire PAX is in regular plank position, the entire PAX reverses and starts again with right hand high. Repeato as desired. When done properly the PAX should resemble dominoes slowly toppling over. Best for a larger PAX."
Dora 1-2-3,"Teams of 2 pax working together to reach cumulative exercise goals of 100, 200, and 300 reps. Pax 1 executes as many reps as possible while Pax 2 sprints 100 yards down and back. Flapjack until team goal is reached. Exercises are a top-to-bottom of body progression, i,e, 100 merkins per team (chest), 200 LBCs per team (core), 300 squats per team (legs). Modified Dora 1-2-3 is 50, 100, and 150 reps."
Doracides,"Dora's twin sister and she is a lil' cray cray. Use the same concept as the regular Dora, 2 PAX work together to reach cumulative exercise goals of 100, 200, 300, and 400 reps. The difference comes in the sprint, instead of running 100 yards you will do suicides instead. 1 PAX member will execute as many reps as possible while PAX 2 sprints to cone 1 (or use a pole, tree, etc. for your point of turnaround), 1 burpee, sprint back to partner, touch, sprint to cone 2, 2 burpees, sprint back to partner, touch, sprint to cone 3, 3 burpees, sprint back, switch with partner. PAX member picks up where PAX member doing the exercises left off."
Dr. W,"Dr. W is a sufferable 8-count ab exercise that combines Dolly, Rosalita, and the W; often within the 6MOM. Always a #CrowdPleaser. 1 is legs apart like a Low Dolly, 2 is legs together, 3 is raise the legs to Rosalita position (45-60 degrees-ish), 4 is spread ‘em, 5 is The W (hands together and stretching forward between your legs), 6 is the return to your back (legs still up), 7 is legs together, 8 is legs down. 5-8 Dr. W's is a good start to get the pax coordinated with the counting. 10 is a magic # that most build up to 15 is just dumb and torture #FetalPositionMaker Qtip – We always emphasize that the W is on the 5 count. Kinda breaks down the motions and gives a 2nd starting point."
Dragon Walk,Like the Peter Parker except you are moving forward. Resembles a Komodo Dragon walking.
Duck and Weave,"Pax line up as if doing an Indian Run, except this offers more pain. The Pax start duck walking and the six runs to the front by weaving in between each Pax member. Then he joins the rest of the Pax duck walking until everyone has weaved to the front at least once or until the Q's legs burn out."
Elevens,"also written as 11s. An exercise in which you start with 1 rep of one exercise and 10 reps of another exercise, then add one additional rep to the first exercise and subtract one rep from the second. The sum must always add up to 11. Example: Elevens along the oak trees at #45MinutesofMary with Burpees and Merkins starts you with 1 Burpee and 10 Merkins at the first tree, then 2 Burpees and 9 Merkins at the second tree, then 3 and 8 etc. until you do 10 Burpees and 1 Merkin at the last tree."
Escalator,"10 jump-ups, 20 burpees, 30 merkins, 40 squats, 50 lunge-walks. Mix and match as long as reps go up by 10. Sometimes followed by a lap around a parking lot."
F3 Baseball,"Performed on a baseball diamond or using cones as bases. Pax are divided into four teams. Each team starts at its own base. Teams must complete a cumulative number of reps of different exercise at each base, for example, 120 team merkins at first, 120 team squats at second, 120 team crab cakes at 3rd, 120 team burpees at home, and then move using different modes of transportation to the next base. Each time a team passes the base it started on, it gets a point. Team with the most points after 20 minutes or some other set time wins."
Field of Dreams,"Created on a baseball diamond, but can in a field with cones. Start out by counting off by fours. 1s start at First Base (1st cone) do AMRAP Squats until relieved. 2s at Second Base (2nd cone) do AMRAP Mercans until relieved. 3s at Third Base (3rd cone) do AMRAP LBC's until relieved. 4s at Home Plate (4th cone) will perform 15 Burpees then run to First, relieving the Pax there. Continue until all Pax have done the Burpees."
Fire Drill,"PAX in a circle, chopping feet or high knees. Each PAX calls out ""Fire"" all PAX hits the ground rolls right, merkin, roll back left, another merkin, then back up chopping. Go around the circle with the ""stop, drop and roll"" until all PAX have called ""Fire""."
Flip Flops,"In basic terms, the PAX will flip a large tire, then drop down for a burpee. If solo, he will rinse and repeat. In a team, the Flip Flop can be performed like a reverse Indian Run: Flip (flip tire), Flop (burpee), then move to the back of the line, with each man taking a turn."
Flora 1-2-3,"Dora's lazy, mean stepsister. All pax partner up, and grab a coupon, preferably of the 35 lbs CMU size (concrete masonry unit). 100 Merkins – P1 does 10 with feet on coupon. P2 holds plank with feet on his coupon. Flapjack.200 LBCs – P1 does 20 LBC holding coupon high on chest. P2 holds legs 6"" off ground, and extends arms w/ coupon over chest. Flapjack. 300 Goblet Squats – P1 does 25 goblet squats. P2 lowers to bottom of goblet squat w/ coupon, and holds. Flapjack."
Forest to the Sea,"Conducted on any field, parking lot or basketball court that has a halfway point. You bear crawl to the middle and crab walk the rest. The bear represents your forest and the the crab is the sea. You can throw some burpees in at the half way point to help countdown (5,4,3,2,1) and to make the exercise harder. The length is up to the Q."
Four Corners,"Usually done on a football field or area with four corners. Run to first corner, do 10 reps. Run to 2nd, 10 more reps. Run to 3rd, 10 more. Run back to start, 10 final reps."
Four Corners Escalator,"Combination of Four Corners and an Escalator. Four exercises. 10 reps, run to next corner, 10 reps+20 reps next exercise, run, 10, 20, 30 reps, run, 10, 20, 30, 40 reps, run to start. Can go back down escalator: 40, 30, 20, 10, run, 30, 20, 10, run, 20, 10, run, 10."
FrankenSteinl,"The Steinl, only the routine is performed while wearing a Ruck sack or vest. Hold plank for 30 secs, then lower to forearm plank for 30 secs. Then 10 merkins IC. Then peter parker, mountain climber, parker peter with one leg. Should be outside elbow, then chest, then opposite elbow. 10 IC. Then 10 merkins IC. Return to plank and repeat. Flap jack with the PP's. Finish with merkins to complete 1 set."
Global Warming,"PAX in circle of pain. Hold Al Gore while slowly shuffling in a circle. Q shouts out exercise and amount (10 merkins, 20 Bobby Hurleys, 10 burpees, etc.) PAX recover and continue Al Gore shuffle in opposite direction. Rinse, repeat, and continue until Q is smoked."
Gorilla Complex,"With a cinder block or other coupon of Q's choosing, PAX perform the following OYO without stop: 8 Curls For Girls, 8 High Pulls, 8 Overhead Presses, 8 Tricep Extensions, then drop coupon for 8 Merkins. Follow this up by a quick mosey for a brief upper body recovery, typically no more than 50 yards. Rinse and Repeat 8 Times."
Greta 1-2-3,"Dora's Icelandic Cousin…she's frigid. It's like Dora 1-2-3 but performed with each exercise using a 30lb cinderblock (YHC used Kettle bell swings, squat to overhead press, and block burpees) . Also, while one of the pair is running, the runner is carrying another cinderblock to leave at the top of the run for the other to carry back. All the while the runner has to hurdle over three obstacles (hay bales). It's terrible and horrible combined."
Griff,Run 800m; Run 400m backwards; Run 800m; Run 400m backwards. Griff is a Crossfit Hero.
"Grip, Rip, and Roll (GRRs)","Sitting up on your six, set a cinder block by your side. Grip the cinder block. Pick it up and place it on the other side of your body. Now place your hands on top of the cinder block, roll into a plank on top of the block, then roll to the ground. Repeato movements until the PAX start to complain."
Growing Pains,"An abs routine that consists of three exercises done with iterations of 30 in cadence or on the Q's count, each getting more ""mature."" Start off with 30 LBCs (preferably 4-count, in cadence), immediately move into 30 Big Boys, then immediately into the Superman position while the Q counts off 30 seconds (can be done in a 4 count with the PAX). Developed for Marvel's 30th Birthday Q."
Guantanamo,Pax in a circle on their backs heels up. First pax jumps up and pushes the feet down around the circle fighting to keep legs off the ground. Followed by next pax in line then hit the ground legs up when back to your start position until last man finishes the circle.
Gunners,"The PAX completes a set of exercises in succession of the process of the firing of a gun. Hammer, to explosion, to barrel path PAX lines up in a across an open field on their Six. Complete a number of American Hammers and explosive exercise (eg. Burpees, Jump Squats) as set by the Q AYG Sprint to a point set by the Q Repeat Exercise pattern again."
Hands of Time,"Close COP with PAX on their 6's, heads in the center with legs out. (as though forming a clock). Q starts the PAX, legs up at 90 degrees, hands under your rear. One PAX at a time in a wave like motion- Each PAX counts off aloud as they drop and hold 1,2,3, etc around the circle until finished (suggested 60,120,180,240). Drop straightened legs to 10 degrees and hold until a full revolution has been made (as the second hands would move around a clock) then return to 90 degrees and repeat until smoked! Alternate version… MICKEY'S Hands of Time, similar to above but with a partner standing over the PAX on the ground and ""Throwing down"" their legs to the left or right instead or straight forward. Do not let the legs touch the ground during the exercise!"
Happy Jacks,"Do 5 side straddle hops in cadence then after the 5th one everyone does two jump squats. Like this… Side Straddle Hops IC: One, two, three, ONE! One, two, three, TWO! One, two, three, THREE! One, two, three, FOUR! One, two, three, FIVE! Quickly followed by two jump squats. Repeat 4x or until no one can breathe."
Harley Quinn's,"Harley Quinn's, Margot Robbie's character in Suicide Squad, are a spin-off of classic suicides and performed on a football field or any field with set distances or cones. Two exercises are needed each round, Exercise A is performed on yardage that starts with odd number and Exercise B on yardage that starts with even number). Rounds consist of PAX starting on the end line, PAX run to the 10yd line, perform 10 reps of Exercise A, run back to baseline, Run to 20yd line and perform 20 reps of Exercise B, run back to baseline, 30yd= 30reps Ex A and so forth. (Yardage marker equals number of reps performed. Can do this down whole field or to set distance and back. (ie. 10,20,30,40,30,20,10) *For full football field, the opposite goal line = 10reps to ensure even count between the two exercises. Exercises can change after complete set is done. (ie. only going 40yd out and back). Harley Quinn's are best performed with a group!"
"Heartbreak 1, 2, 3s","Heartbreak 1, 2, 3’s are modified Dora 1, 2, 3’s with a heartbreaking hill in place of the 100 meter sprint–a la the final soul-crushing hill in the Boston Marathon. Hill should be just steep enough that standing at the bottom looking up is enough to induce heartbreak when making that final run to the top. If you live in the flatlands, a very steep bridge abutment works just as well."
Hindenburg BLIMPS,"Modified version of BLIMPS. Done on a field. Perform exercise at corner #1, sprint to corner #2, perform exercise. Sprint to corner #3 perform exercise. Then to corner #4, exercise and then back to corner #1. Plank it up until all have finished. Thats one round. Round 1 – 10 Burpees; Round 2 – 20 Lunges; Round 3 – 30 Imperial Walkers; Round 4- 40 Merkins; Round 5 – 50 Plank Jacks; Round 6 – 60 Squats"
Homer to Marge to Mr. Burns (also submitted as Homer-to-Marge Merry Relay),"As with much nomenclature in the Lake Norman area just north of Charlotte, we have a nuclear theme for this exercise. The Simpsons also lived within a 10 mile radius of a nuclear power plant where the potassium iodide pills only prolong the inevitible in the case of a meltdown. Homer is laying on your back and holding your feet 6 inches off the ground with your hands under your posterior. We raise our straight legs to vertical, which we call Marge (picture her hairdo) and then lower them on a 4 count to Homer. For an added twist (pun intended), from Marge, with your hands out to the side, lower your legs to the left and turn your head to the right for Mr. Burns (why? because it burns and he worked at the Springfield nuclear plant). Repeat on the other side. This can be done in cadence, slowly, quickly…mix it up!"
