Burpee Dans,"This exercise is OYO. Line up across field/parking lot. Perform 1 Burpee : 4 lunges forward until you reach other side of parking lot. Turn around, perform 2 burpees : 4 lunges back to starting position. Rinse and repeat as necessary increasing burpees by 1. Pick up the six or plank until all PAX finish."
Burpee Mile,"48 burpees, 1 mile run. Done as 12 burpees, run 1/4 mile x 4."
Burpo,"A low burpee. Starting position is bottom of a squat. Then reach hands out to ground, legs fire back into a plank, chest to the ground, pushup, draw legs back into a squat, final position is the bottom of a squat. No standing up for the duration of the reps."
Catch Me If You Can,"Two partners. Partner 1 performs 5 Burpees (or 10 Diamond Merkins or X Number of Whatever the Q says), and then sprints to catch the Partner 2, who has been running backwards. Repeato until Q says stop or track lap is complete."
Catch Us If You Can,"Three partners. Partner A partner carries Partner B. Partner C performs 5 Burpees (or 10 Diamond Merkins or X Number of Whatever the Q says), and then sprints to catch the pair. Partner C then partner carries Partner A. Partner B performs the called number of the called exercise and then sprints to catch the pair. Partner B then partner carries Partner C. Partner A performs the called number of the called exercise and then sprints to catch the pair. Repeato."
Charles Bronson,"Start with 3 shovel flags, cones or other distance markers with first two 100 yards apart in a line, the last another 10 yards past. At starting point, perform 50 SSH's, sprint to 2nd point, then army crawl to 3rd point. Mosey back to start, 50 Merkins then rinse/repeat. 50 burpees, rinse/repeat. 50 LBC's, rinse/repeat. Finish with 50 Jump Squats rinse/repeat. Coupons optional. NOTE: a white board at start with excersizes listed is invaluable."
Chumbaburpee,"To the song, Tubthumper by Chumbawampa, start with SSH at beginning of song, then every time they say, ""I get knocked down, but i get up again"" you do a burpee. While not doing burpees, you are continuously doing SSH. In the end, you will do about 27 burpees. Great for the Warmorama, and to shut down any mumblechatter early in workout, or at any point during the workout."
Circle Burp,"PAX Circle up and start chopping feet or doing high knees. Starting with the Q and going around the circle each PAX, one by one, calls out ""down"" and everyone drops and does a burpee. The circle burp is complete after each PAX in the circle has called ""down"". This is similar to doing Up Downs."
Climate Change,While in a circle the Pax holds the 'Al Gore' pose. The Pax then proceeds to do a time bomb (just like the Merican Time Bomb). A five burpee time bomb is a great way to end the mumble chatter. Continue the countdown until the Q is smoked or everyone quits. The burpee can be switched to jump lunges or burpees depending on the mood of the Q.
CLIMB,"C = Crab cake…L = Lunge…I = Iron Cross…M = Mountain Climber…B = Burpee. Number each exercise and ladder up through each rotation: round 1= 1C,2L,3I,4M and 5B then 2,4,6,8,10 then 3,6,9,12,15 until exhaustion sets in."
Clurpee,"A burpee, with a clap merkin instead of a regular merkin."
Contra Burpees,Burpees with increasing number of merkins. Especially effective when combined with Broad Jumps.
Creapees,"This is a normal burpee with a creature merkin variant at the bottom. This version of the creature merkin is where the creature is climbing out of the black lagoon, so it is performed in front of a bench and transitions from a regular merkin to an inclined merkin (F3Orlando Flowerchild favorite)."
Deconstructed Burpees,"The perfect exercise, broken down into pieces. Squats, then leg thrusts, then Merkins, then leg thrusts, then up. For example, do 10 squats, 10 leg thrusts, 10 Merkins, 10 leg thrusts, then up. Decrease reps by 1 each time until you get to 1 each."
Diamond David Lee Roth Burpee,"Burpee with a Diamond Merkin. Instead of just ""Jump""ing, do a David Lee Roth scissor kick at the end."
Dirty Man Maker,"With a ruck, perform a man maker. Burpee with squat thruster. Except at bottom, 3 hand release merkins, at the top, 3 squat thrusters. Do not warn PAX you plan to do these, as they may incite a mutiny."
Doracides,"Dora's twin sister and she is a lil' cray cray. Use the same concept as the regular Dora, 2 PAX work together to reach cumulative exercise goals of 100, 200, 300, and 400 reps. The difference comes in the sprint, instead of running 100 yards you will do suicides instead. 1 PAX member will execute as many reps as possible while PAX 2 sprints to cone 1 (or use a pole, tree, etc. for your point of turnaround), 1 burpee, sprint back to partner, touch, sprint to cone 2, 2 burpees, sprint back to partner, touch, sprint to cone 3, 3 burpees, sprint back, switch with partner. PAX member picks up where PAX member doing the exercises left off."
Double Merkin Burpee,Burpee with 2 merkins.
Double Shot of Jackies,"Burpee Variation where after the Merkin, perform a plank Jack (first shot) and after recovery, instead of just jumping, perform a Jumping Jack or SSH (2nd shot)"
Dumbees,"Evil distant cousin of the classic burpee. Hold a 15 pound dumbbell in each hand while performing the classic burpee. The dumbells serve as bars for deeper merkins at the bottom and the added weight is a shoulder burner at the top. Any more than 15lbs is cruel and unusual punishment. 10 OYO should cause all mumblechatter to cease immediately due to oxygen depravity. If no dumbbells are available, hand sized rocks work well & add a stability factor."
Escalator,"10 jump-ups, 20 burpees, 30 merkins, 40 squats, 50 lunge-walks. Mix and match as long as reps go up by 10. Sometimes followed by a lap around a parking lot."
F3 Baseball,"Performed on a baseball diamond or using cones as bases. Pax are divided into four teams. Each team starts at its own base. Teams must complete a cumulative number of reps of different exercise at each base, for example, 120 team merkins at first, 120 team squats at second, 120 team crab cakes at 3rd, 120 team burpees at home, and then move using different modes of transportation to the next base. Each time a team passes the base it started on, it gets a point. Team with the most points after 20 minutes or some other set time wins."
Field of Dreams,"Created on a baseball diamond, but can in a field with cones. Start out by counting off by fours. 1s start at First Base (1st cone) do AMRAP Squats until relieved. 2s at Second Base (2nd cone) do AMRAP Mercans until relieved. 3s at Third Base (3rd cone) do AMRAP LBC's until relieved. 4s at Home Plate (4th cone) will perform 15 Burpees then run to First, relieving the Pax there. Continue until all Pax have done the Burpees."
Flip Flops,"In basic terms, the PAX will flip a large tire, then drop down for a burpee. If solo, he will rinse and repeat. In a team, the Flip Flop can be performed like a reverse Indian Run: Flip (flip tire), Flop (burpee), then move to the back of the line, with each man taking a turn."
Flying Squirrel,Burpee done where the move from standing to pushup skips the raised push-up position. Usually done with arms and legs spread out like name of exercise.
Flyover Salute,The PowderKeg AO is apparently on the flight path of two nearby airports. Whenever a plane buzzes the workout we salute them with 10 burpees.
Forest to the Sea,"Conducted on any field, parking lot or basketball court that has a halfway point. You bear crawl to the middle and crab walk the rest. The bear represents your forest and the the crab is the sea. You can throw some burpees in at the half way point to help countdown (5,4,3,2,1) and to make the exercise harder. The length is up to the Q."
Global Warming,"PAX in circle of pain. Hold Al Gore while slowly shuffling in a circle. Q shouts out exercise and amount (10 merkins, 20 Bobby Hurleys, 10 burpees, etc.) PAX recover and continue Al Gore shuffle in opposite direction. Rinse, repeat, and continue until Q is smoked."
Good Morning Burpees,"While moseying you must say ""good morning"" to everyone you pass. If they reply ""good morning"" then the pax stop and perform 5 burpees then continue on your way. Bonus points if the person who replies to the pax performs the burpees also."
Greta 1-2-3,"Dora's Icelandic Cousin…she's frigid. It's like Dora 1-2-3 but performed with each exercise using a 30lb cinderblock (YHC used Kettle bell swings, squat to overhead press, and block burpees) . Also, while one of the pair is running, the runner is carrying another cinderblock to leave at the top of the run for the other to carry back. All the while the runner has to hurdle over three obstacles (hay bales). It's terrible and horrible combined."
Gut Busters,Everyone starts in and holds a plank during the Ghostbusters song. Every time they say “Ghost Busters” you complete a burpee. In the “I ain’t afraid of no ghosts” sections do plank jacks in rhythm. Bustin’ makes everyone feel good!!!!
Hand Release Prisoner Cell Merkin Burpees aka HRPCMBs,"Same as PCMBs except the Merkins are replaced with Hand Release Merkins. Drop to Plank, do 1 Hand Release Merkin then bring your right knee in and back, do 1 Hand Release Merkin then bring your left knee in and back, do 1 Hand Release Merkin then bring both feet in and jump up = 1 HRPCMB complete. You think PCMBs are bad? Wait until you try these."
Hindenburg BLIMPS,"Modified version of BLIMPS. Done on a field. Perform exercise at corner #1, sprint to corner #2, perform exercise. Sprint to corner #3 perform exercise. Then to corner #4, exercise and then back to corner #1. Plank it up until all have finished. Thats one round. Round 1 – 10 Burpees; Round 2 – 20 Lunges; Round 3 – 30 Imperial Walkers; Round 4- 40 Merkins; Round 5 – 50 Plank Jacks; Round 6 – 60 Squats"
HRBs,"Hand-release Burpees, aka Cross-fit Burpee."
Hurpees,Hand Releasing when going down to do a Burpee. Aka Hand-release burpees or HRRRPPes.
Jackass Burpee Webb,"Find a wall.  Perform exercise like a Jack Webb but do 1 Burpee to 2 Donkey kicks, if you make it to 10 rounds you are a beast."
Jackees,Burpee Variation with SSH at the top instead of just a jump
Jacob's Ladder,"Seven times up the hill, with an increasing number of burpees at the top each trip up. See F3 TV."
Jumping Jack Burpee Flash,Start with 10 jumpin jacks(Side Straddle Hops) then quickly follow with 10 burpees. AMRAP. If doing 4 or more sets can break it in half and do 20 LBCs.
Jumping Jack Burpee Flash Pull-ups,"Not a very creative name, but basically, I took the Jumping Jack Burpee Flash, and modified it to: Start with 20 Side Straddle Hops, quickly follow with 10 burps, quickly follow with 10 pull-ups. Rinse and Repeat. 20 LBCs. Start over and rinse and repeat whole series as many times as wanted or AMRAP it on the clock."
Killer Bees,"The Killer B's are Bear Crawl, Broad Jump, and Burpees. PAX Bear crawl roughly 100ft or distance specified by Q, then Broad jump back to start, every 5 broad jumps, PAX performs 3 Burpees. Specified # of Sets or timed AMRAP works well."
Kraken Burpee,"A Burpee that is performed with 3 hand-release Merkins at the bottom… As in ""Release the Kraken"". Originated in Lake Wylie (hence the nautical theme), hated by all."
Kurpee,"It's like a burpee and a traditional kettle bell turkish getup had a love child. Starting with the bell in one hand by your side, drop down for a merkin (one hand raised up on the bell). When coming up instead of jumping and clapping push the kettle bell to an overhead lock out. Bring it back down to your waist and switch hands – that's 1."
LL Cool J,"Pax performs Alternating Lunges (R-L), then a standard Burpee & finish with a Jump Squat = LL Cool J. The ""Cool"" part is the burpee."
Men Makers,"Have 2 – 15 pound weights. Do a Merkin. Up into a Burpee. Down into a Merkin. Bear Crawl 5 steps with weights. Rinse and Repeat UNTIL YOU have completed 5 Burpees.<br /> Other PAX may Bear Crawl or Lunge, but not to pass the Man who is with the weights"
Nolan Richardson,"Aka ""40 minutes of Hell."" Warm-O-Rama: Windmills (20), American Hammers( 20), Mosey (Around Ballfield). Routine: Partner 1 will perform each exercise denoted below as Partner 2 backpedals 50 yards, performs a "" Bobby Hurley"" & jogs back to continue the exercise from the count accumulated by Partner 1. This will continue until the repetition count stated below is met. 1. Burpees (150). 2. Squats (300). 3. Big Boy Sit-Ups (150). 4. Little Baby Arm Circles (300). 5. Merkins (150). 6. Imperial Walkers (300)."
Old Town Pain Train,"Every time you hear the train whistle, 10 burpees. Named for the AO in Rock Hill closest to the RR tracks."
One-legged Burpee,"Not enough exercises start with ""O"" so… the one-legged burpee is like a regular burpee, but with one leg that stays off the ground through the entire set. Best to do two balanced sets or one split set so you don't look like a #Yepremian."
Pamela Anderson,Burpee with a nipple scraper merkin (with or without a curb). Performance in slow motion while in a bathing suit is purely optional!
Prisoner Cell Merkin Burpees aka PCMBs.,"Drop to Plank, do 1 Merkin then bring your right knee in and back, do 1 Merkin then bring your left knee in and back, do 1 Merkin then bring both feet in and jump up = 1 PCMB complete. Try 10 of these. You'll wish you stopped at 5."
Red Barchetta,"Designed to get the heart rate up, much like the song by Rush of the same name. To be completed on a football field or an area of similar length: 100 Yard Dash then 100 SSHs, run back to start point to plank/wait for six; 75 yard dash then 75 mountain climbers, run back to start point to plank/wait for six; 50 yard dash then 50 LBCs, run back to start point to plank/wait for six; 25 yard dash then 25 Merkins, run back to start point to plank/wait for six; 10 yard dash then 10 burpees, run back to start point and plank/wait for six."
Redrum,"Murder Bunny up a hill, 10 Blockees at top, Rifle Carry down"
Ring of Fire,In a large area you have 8-10 different exercise stations set up in a circle. Split groups evenly into each station. Group spends one minute at the station doing the exercise (as many as they can) and then rotate around the circle of fire to the next exercise (All groups rotate at the same time). Go 3 complete rotations around the Circle of Fire. Exercise examples- 1. Burpees 2. Hill Run 3. Box Jump 4. Flutter Kicks 5. Jump Rope 6. Mercins 7. Shuttle Run 8. Squats 9. BBS 10. Lunges.
Rochamburpees,"Choose a partner. Both in chillcut plank position. Play Rochambeau (rock, paper, scissors) while in chillcut. Round 1: loser does 1 Burpee, winner does 1 Merkin. Stay in chillcut and play 10 total rounds, adding an additional Burpee/Merkin every round. EC: every tie, both do a Merkin."
Rock-ee,"A burpee with a rock. Invented during Saturday workouts at Pullen Park in Raleigh. Drop down with rock for burpee, leaving hands on the rock on the ground for the push-up and then lifting the rock overhead for finishing part of the burpee. Repeat."
Route 66,"Made infamous along Water Oak Road in Charlotte, an exercise in which you start with 1 rep at a predefined stopping point, then add one additional rep at intervals until you hit 11 stops. Example: Route 66 along the light posts starts you with 1 exercise, like a burpee, at the first light pole. Then do 2 at the next, 3 at the third, etc. until you reach 11 light posts / 11 burpees. The sum total of all reps is 66."
Roxanne,"Done while listening to the song Roxanne by the Police. While staying in the plank position for the entire song, a Merkin is done at every ""Roxanne"" and a Plank Jack at every 'red light' sung. Alternatively, while running in place at a high cadence for the entire song, a burpee is done at every ""Roxanne."""
San Antonio Shuffle,"Left Leg Lunge, Right Leg Lunge, Burpee, Plankjack."
Santa's Ladder,"Pick a spot in the distance. Run from your starting point to that spot and do 10 Burpees. Return to start. Turnaround, run back to your spot, now do 9 Burpees. Continue this running and rep routine, downward counting through to completing 6 burpees. Then, as you hit the 5-1 count reps, do Merkins instead of Burpees. After the entire 10-1 set is over, pause. Make it appear you're done. Then announce that you're reversing the order. In this new set, now you start with Merkins as your 10-6 set and finish with Burpees as 5-1. This routine started when a Jacob's Ladder was about to occur, and the Q asked since we were going to 10, which would the PAX prefer – Merkins or Burpees? Santa answered he'd like to split halfway, so the Q obliged. Then the Q announced uneven gains required doing it again in reverse. If executed properly — with the thought it's only a single 10-1 set — it's even more of a real crowd pleaser."
SheHateMe,"10 Lunges (20 movements)/10 Burps (Burpees without the pushup and the standing)/10 Pushups. No rest, as many sets as you can, for as long as the QIC deems necessary."
Side-straddle Hop Burpees,"Perform 5 Side-Straddle Hops in cadence, then drop and do 2 Burpees. Once you are finished with Burpees, continue Side-Straddle Hops in cadence. Normally done in F3 Columbia in sets of 25."
Slaughter Starter,20 burpees OYO in the AO parking lot before any other exercises or running is completed.
Slowjangles Biscuit,"Similar to the Bojangles Biscuit, but instead of running around the (biscuit-shaped) circle, lunge around the circle. Throw in some blueberries (burpees) for fun each lap."
Stairway to Seven,"Obvious derivative of the Robert Plant…At a stadium, wide stairwell or amphitheater, start with 1 Burpee at bottom, 1 incline push-up on first step, run to top, 1 squat on top step, then run back down. Repeat 7 times up increasing reps of each exercise by 1 each time, so you finish with 7 burpees, 7 incline push-ups, run to top, 7 squats at top. Other exercises ascending from 1-7 can be added or substituted, such as supine pull-ups if you have the apparatus available, like a stadium railing."
Star Jack Burpee,Similar to burpee but includes a StarJack instead of the jump at the end.
Stink B.O.M.B.S.,"B.O.M.B.S. x 2 on reps + use a spoke layout. Set 5 cones out surrounding the Shovel Flag. Pax #1 starts the B.O.M.B.S. reps at the first cone while pax #2 goes to the Shovel Flag to do exercise chosen by the Q (for example 50 curls or 50 LBC's). Pax #2 then swaps with Pax #1. Work at same spoke until all reps are completed. Then move to next spoke. Q can change center exercise with each move to next spoke. B.O.M.B.S = 100 Burpees, 200 Over Head Presses, 300 Merkins, 400 Big Boy Sit-ups, 500 Squats."
Surfees,Burpees in the surf.
Tammy Wynette,"Tammy Wynette’s country song hit, “Stand By Your Man” is the inspiration here. Starting position: PAX 1 assumes the merkin plank while PAX 2 remains standing beside ‘his man’. Exercise: Pax 1 does merkins in sync with PAX 2 who does deep squats. They do 10 reps either by Q call or on their own. At multiples of 10, the partners switch out alternating between merkins & squats. Example: 1,2,3 … 10, (switch) 11,12,13…20 (switch) 21,22,23, …30 (switch), etc. until they reach 200; that’s 100 merkins + 100 squats per man. (Note: on each switch, the merkin man should explode off the deck as in the 5-6 count of the burpee.) Other standing/ground exercises may be substituted at Q’s discretion. In fact, an entire routine could be made up of multiple ‘Tammy Wynettes’."
The Cycle,"From home plate, bear crawl to 1st base, 3 burpees, crawl bear back to home From home plate, bear crawl around the bases to 2nd base, 6 burpees, crawl bear back to home From home plate, bear crawl around the bases to third base, 9 burpees, crawl bear back to home From home plate, bear crawl around the bases to home plate."
The Dab,"10 burpees per minute for 5 minutes, run 1/4 mile, rinse and repeat x 4."
The Hightower,"As the Nation knows, F3GrandStrand lost Jacob ""Hightower"" Hancher this past weekend as he was serving as a Myrtle Beach Police Officer.  EOW: 10/03/20.  We did a full workout to honor him.  This is a part of the workout based on a very apropos Bible Verse: Matthew 5:9  Blessed are the peacemakers, for they will be called children of God.  So – 5 Exercises – 9 reps each.  1) Burpees 2)Bodybuilders – burpee with Plank jack 3)Triple Merkin Burpees – burpee with 3 hand release merkins 4)Triple Jump Squat Burpees – burpee with 3 jump squats 5)Putting them all together – Triple Merkin Triple Jump Squat Bodybuilders – burpee with 3 hand release merkins, plank jack, and 3 jump squats"
The Wolverine,"A big-boy burpee fit for a super-hero: From standing position, drop to plank, one merkin, left knee tuck to the chest, another merkin, right knee tuck to the chest, yet another merkin, stand, jump, overhead clap. That's one. Rinse. Repeat."
Tony Hawk Burpee,"A normal burpee but when you jump, do a 360 degree spin in the air each time."
Top Gun,"Perform 10 reps each of 5 standing coupon exercises (Ex: Curls, Rows, Deadlifts, Overhead Press, Squats, Lunges) for 10 minutes. The 5 coupon exercises are repeated for the entire 10 minutes. The Danger Zone happens every minute on the minute when PAX drops coupon and perform 3 Burpees, then pick up where they left off on the coupon exercises. Dial up the suffering by extending the time, increasing the number of burpees, or increasing the reps of exercises. Acapella versions of Kenny Loggins' classic tune Danger Zone are welcomed."
Turk n Burp,"A Combination Move of a Turkish Get Up and a Burpee: Complete a Turkish Get Up, flipping forward into the squat thrust of the Burpee, push up, complete Burpee with a jump, and come back down to the ground to start your next rep with the Turkish Get Up. I mean, you've really just gotta see it and get your own rhythm. Be the ball…"
Walmart Burpee,"The burpee's discount store brother, where the fun gets rolled back. Drop down to a squat like a normal burpee, but go all the way to your six and roll back to your shoulder blades. Roll forward, and when your feet hit the ground, put your hands in front and jump back to a plank. The rest is like a normal burpee, with merkin, thruster, and jump (hands over head)."
Yurpee,Burpee Variation in honor of the Ruskie (Yuri Verkhoshansky) who developed Plyometrics to train Olympians. Merkin at bottom of burpee is a clap-merkin and on up portion there are 2 tuck jumps per burpee. Basically a Clurpee with 2 tuck-jumps.
